title,authors,year,source
Tumour necrosis factor alpha (TNFα) and alpha-Klotho (aKL) in children and adolescents with chronic kidney disease (CKD),Gamrot Z.,2021,Endokrynologia Polska
Impact of stress and hypertension on the cerebrovasculature,Elsaid N.,2021,Frontiers in Bioscience - Landmark
Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension,Maggiani G.S.G.,2021,The New England journal of medicine
Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension. Reply,Deng Y.,2021,The New England journal of medicine
Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension,Steffen H.M.,2021,The New England journal of medicine
Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension,Chu P.J.,2021,The New England journal of medicine
Gestational Weight Gain in Women with Obesity and Consideration of Infant Morbidity and Mortality in Clinical Practice,Chan S.Y.,2021,JAMA Network Open
The efficacy of dexmedetomidine for the prevention of catheter-related bladder discomfort A systematic review and meta-analysis,Lu J.,2021,Medicine (United States)
Prolonged viral positivity induced recurrent coronavirus disease 2019 (COVID-19) pneumonia in patients receiving anti-CD20 monoclonal antibody treatment Case reports,Deveci B.,2021,Medicine (United States)
The factor influencing the rate of ROSC for nontraumatic OHCA in New Taipei city,Yu Y.C.,2021,Medicine (United States)
Impact of retinal vein occlusion on cardiovascular events in elderly Japanese patients,Umeya R.,2021,Medicine (United States)
Added value of systemic inflammation markers in predicting pulmonary infection in stroke patients A retrospective study by machine learning analysis,Zheng L.,2021,Medicine (United States)
Real life use of dolutegravir doravirine dual regimen in experienced elderly PLWH with multiple comorbidities and on polypharmacy A retrospective analysis,Mazzitelli M.,2021,Medicine (United States)
Atrial fibrillation detected at screening is not a benign condition: Outcomes in screen-detected versus clinically detected atrial fibrillation. Results from the Prevention of Renal and Vascular End-stage Disease (PREVEND) study,Zwartkruis V.W.,2021,Open Heart
Cohort profile: Copenhagen Hospital Biobank - Cardiovascular Disease Cohort (CHB-CVDC): Construction of a large-scale genetic cohort to facilitate a better understanding of heart diseases,Laursen I.H.,2021,BMJ Open
Inadvertent placement of a nasogastric tube following traumatic nasal tube intubation,Manzie T.,2021,BMJ Case Reports
Development and validation of an algorithm to estimate the risk of severe complications of COVID-19: A retrospective cohort study in primary care in the Netherlands,Herings R.M.C.,2021,BMJ Open
Safety of add-on sulfonylurea therapy in patients with type 2 diabetes using metformin: A population-based real-world study,Hougen I.,2021,BMJ Open Diabetes Research and Care
Renal arteriovenous fistula in Takayasu arteritis: A rare association deciphered on CT angiography,Verma M.,2021,BMJ Case Reports
Missed diagnosis of lymphoma presenting with humoral hypercalcemia of malignancy due to cessation of oncological workup after negative computed tomography scans,Altshuler E.,2021,BMJ Case Reports
"Maternal use of cough medications during early pregnancy and selected birth defects: A US multisite, case-control study",Cao Y.,2021,BMJ Open
"Hyperuricaemia and associated factors among the oldest-old population in the urban areas of Chengdu, China: A community-based cross-sectional study",Chen X.J.,2021,BMJ Open
"CT perfusion: Stroke, seizure or both?",Davies E.,2021,BMJ Case Reports
Paroxysmal atrial fibrillation,Gahungu N.,2021,The BMJ
Gaps in antihypertensive and statin treatments and benefits of optimisation: A modelling study in a 1 million ethnically diverse urban population in UK,Wu R.,2021,BMJ Open
Syncope caused by lymphomatous encasement of the internal carotid artery,Altshuler E.,2021,BMJ Case Reports
Chlorthalidone in Advanced Chronic Kidney Disease — Have We Missed a Trick?,Wheeler D.C.,2021,New England Journal of Medicine
Genetic Profile–Guided Therapy for Stroke?,Feske S.K.,2021,New England Journal of Medicine
Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension,Osawa S.,2021,New England Journal of Medicine
"Grape bioactive molecules, and the potential health benefits in reducing the risk of heart diseases",Sabra A.,2021,Food Chemistry: X
Comparison of efficacy of continuous terbinafine versus intermittent itraconazole in the treatment of toenail onychomycosis,Shafi A.,2021,Journal of Pakistan Association of Dermatologists
Chlorthalidone for hypertension in advanced chronic kidney disease,Agarwal R.,2021,New England Journal of Medicine
Comparison of combined hemodialysis and hemoperfusion with hemoperfusion alone in 106 patients with diabetic ketoacidosis and acute renal failure: A retrospective study from a single center in China,Wang G.,2021,Medical Science Monitor
Cultural adaptation and validation of the Polish version of the Pulmonary Arterial Hypertension-Symptoms and Impact (PAH-SYMPACT) questionnaire,Sarzyńska K.,2021,Kardiologia Polska
Silent atrial fibrillation episodes and cognitive impairment in patients with cardiac implantable devices. Protocol of the SAFE-COG ongoing observational single-center non-experimental case-control clinical study,Sawicki S.,2021,Kardiologia Polska
Is neural network better than logistic regression in death prediction in patients after ST-segment elevation myocardial infarction?,Niedziela J.T.,2021,Kardiologia Polska
Understanding the role of female sex in patients undergoing pci with rotational atherectomy,Giannini F.,2021,Kardiologia Polska
Preferences for Alternative Care Modalities among French Adults with Chronic Illness,Oikonomidi T.,2021,JAMA Network Open
"Large-vessel occlusion, large thrombus burden acute stroke in acute pulmonary embolism: A single multi-specialty multi-skill team treatment optimization",Tekieli Ł.,2021,Kardiologia Polska
A case-control study on the risk factors of gastric precancerous diseases among urban residents in Nanchang,Xiong W.Y.,2021,Chinese Journal of Cancer Prevention and Treatment
Is relaxation exercise therapy effective in the management of patients with severe arterial hypertension?,Lebedeva O.D.,2021,European Journal of Translational Myology
Discovery of small molecule guanylyl cyclase A receptor positive allosteric modulators,Sangaralingham S.J.,2021,Proceedings of the National Academy of Sciences of the United States of America
Cardiac toxicity after matched allogeneic hematopoietic cell transplant in the posttransplant cyclophosphamide era,Yeh J.,2021,Blood Advances
Research progress on effect of essential oils on cardiovascular diseases,Dong W.,2021,Chinese Traditional and Herbal Drugs
Mood Reactive Disorders among COVID-19 Inpatients: Experience from a Monocentric Cohort,Fiore V.,2021,Medical Principles and Practice
Correlates of a southern diet pattern in a national cohort study of blacks and whites: The REasons for Geographic and Racial Differences in Stroke (REGARDS) study,Couch C.A.,2021,British Journal of Nutrition
Associations of the Mediterranean-Dietary Approaches to Stop Hypertension Intervention for Neurodegenerative Delay diet with cardiac remodelling in the community: The Framingham Heart Study,Walker M.E.,2021,British Journal of Nutrition
Educational inequality in the Dietary Approach to Stop Hypertension diet in the UK: Evaluating the mediating role of income,Patel L.,2021,British Journal of Nutrition
Predictors of mortality in hospitalized patients with influenza: A five-year experience from a tertiary care centre in Pakistan,Khanum I.,2021,Monaldi Archives for Chest Disease
Life-Threatening Complications of Excessive Licorice Consumption,Bangert K.,2021,Deutsches Arzteblatt International
Cord blood microRNA-376c and microRNA-1268a as biomarkers for neonatal hypoxic-ischaemic encephalopathy: a diagnostic accuracy study,Midan D.A.R.,2021,BMJ Paediatrics Open
"Association of retinol binding protein- 4 (RBP4) with glycemia, dyslipidemia, hypertension, and obesity in type 2 diabetic Iraqi patients",Jabbar T.L.,2021,Iraqi Journal of Pharmaceutical Sciences
Prognostic value of left atrial size in hypertensive African Americans undergoing stress echocardiography,Khemka A.,2021,World Journal of Cardiology
Survival and prognostic factors after carotid artery stenting in patients with concomitant coronary disease,Goranov G.,2021,Open Access Macedonian Journal of Medical Sciences
Spectrum of complications of patients with chronic kidney disease on maintenance continuous ambulatory peritoneal dialysis: An experience of tertiary nephrology center in Najaf City-Iraq,Noori E.,2021,Open Access Macedonian Journal of Medical Sciences
Cystatin and glomerular filtration rate in obese versus non-obese adolescents,El-Shaheed A.A.,2021,Open Access Macedonian Journal of Medical Sciences
Risk factors and incidence of deep venous thrombosis in non-severe coronavirus disease-19 patients,Babic S.,2021,Open Access Macedonian Journal of Medical Sciences
Association between coronary artery disease and left ventricle remodeling parameters in hypertensive patients: A cross-sectional study in a limited resource setting,Tiksnadi B.,2021,Open Access Macedonian Journal of Medical Sciences
Plasma levels of interleukin-6 and the cluster of differentiation 4/cluster of differentiation 8 ratio in frailty among community-dwelling older people,Sunarti S.,2021,Open Access Macedonian Journal of Medical Sciences
Study of the incidence of some chronic diseases among patients with long-term physical disabilities,Todorova S.,2021,Open Access Macedonian Journal of Medical Sciences
The prevalence of functional disability and associated factors among older people attending primary health-care centers in riyadh city,Alhalafi A.,2021,Open Access Macedonian Journal of Medical Sciences
A preliminary scoring model to predict in-hospital mortality risk for geriatric patients with delirium,Astika N.,2021,Open Access Macedonian Journal of Medical Sciences
Results of using the robson classification in Kazakhstan,Altayeva A.A.,2021,Open Access Macedonian Journal of Medical Sciences
"Associations of prepregnancy body mass index, gestational weight gain, and intelligence in offspring: A systematic review and meta-Analysis",Zhu S.M.,2021,Reproductive and Developmental Medicine
Lifetime exposure of ambient PM<inf>2.5</inf> elevates intraocular pressure in young mice,Li L.,2021,Ecotoxicology and Environmental Safety
Clinical profile of Aboriginal and Torres Strait Islander adults with stroke and traumatic brain injury at a regional Australian hospital: A retrospective chart audit,Cochrane F.,2021,Brain Impairment
Respiratory Support of Infants With Congenital Diaphragmatic Hernia,Williams E.,2021,Frontiers in Pediatrics
Analysis of Risk Factors for Perioperative Acute Kidney Injury and Management Strategies,Yu X.,2021,Frontiers in Medicine
Association Between Uric Acid and Worsening Peripheral Microangiopathy in Systemic Sclerosis,Pagkopoulou E.,2021,Frontiers in Medicine
Association of Prior to Intensive Care Unit Statin Use With Outcomes on Patients With Acute Kidney Injury,Tu B.,2021,Frontiers in Medicine
Gonadotropins at Advanced Age - Perhaps They Are Not So Bad? Correlations Between Gonadotropins and Sarcopenia Indicators in Older Adults,Guligowska A.,2021,Frontiers in Endocrinology
Anlotinib Alone or in Combination With Temozolomide in the Treatment of Recurrent High-Grade Glioma: A Retrospective Analysis,Yang Q.,2021,Frontiers in Pharmacology
Association Between Bedtime at Night and Systolic Blood Pressure in Adults in NHANES,Su Y.,2021,Frontiers in Medicine
TOM70 in Glial Cells as a Potential Target for Treatment of COVID-19,Montenegro Y.H.A.,2021,Frontiers in Cellular Neuroscience
Sanguinarine Reverses Pulmonary Vascular Remolding of Hypoxia-Induced PH via Survivin/HIF1α-Attenuating Kv Channels,Fan F.,2021,Frontiers in Pharmacology
Vitrectomy With Peeling the Internal Limiting Membrane for the Treatment of Macular Hole Following Ruptured Retinal Arterial Macroaneurysm: A Case Report,Liu Z.,2021,Frontiers in Medicine
Impact of Body Mass Index on Static Postural Control in Adults With and Without Diabetes: A Cross-Sectional Study,Yin L.,2021,Frontiers in Endocrinology
The Association of Sleep Duration With Vision Impairment in Middle-Aged and Elderly Adults: Evidence From the China Health and Retirement Longitudinal Study,Sun M.,2021,Frontiers in Medicine
Application of machine learning techniques to understand ethnic differences and risk factors for incident chronic kidney disease in Asians,Lim C.C.,2021,BMJ Open Diabetes Research and Care
Cardiovascular safety profile of taxanes and vinca alkaloids: 30 years FDA registry experience,Batra A.,2021,Open Heart
Advanced portal venous access techniques for transjugular intrahepatic portosystemic shunt placement,Partovi S.,2021,BMJ Open Gastroenterology
Estimating the burden of hypertension and its significant risk factors among male commercial drivers in sub-Saharan Africa: A systematic review and meta-analysis,Ackah M.,2021,BMJ Open
Maximum body mass index before onset of type 2 diabetes is independently associated with advanced diabetic complications,Ozawa H.,2021,BMJ Open Diabetes Research and Care
"Functional, oncological outcomes and safety of nephron-sparing surgery versus radical nephrectomy in patients with localised renal cell carcinoma with high anatomical complexity: A retrospective cohort study with propensity score matching method",Zhang X.,2021,BMJ Open
Global Perspectives on Immunization Against SARS-CoV-2 During Pregnancy and Priorities for Future Research: An International Consensus Paper From the World Association of Infectious Diseases and Immunological Disorders,Abu-Raya B.,2021,Frontiers in Immunology
COX-2/sEH Dual Inhibitor PTUPB Alleviates CCl<inf>4</inf>-Induced Liver Fibrosis and Portal Hypertension,Zhao Z.,2021,Frontiers in Medicine
The association between EKG abnormalities and the development of microalbuminuria in type 2 diabetes,Chang Y.K.,2021,Medicine (United States)
Risk factors of postoperative stricture after endoscopic submucosal dissection for superficial esophageal neoplasms A meta-analysis,Lin N.,2021,Medicine (United States)
Case Report: A Novel Genetic Mutation Causes Idiopathic Infantile Arterial Calcification in Preterm Infants,Yunfeng L.,2021,Frontiers in Genetics
Effect of amlodipine versus bisoprolol in hypertensive patients on maintenance hemodialysis: A randomized controlled trial,Youssef A.M.,2021,Medicine (United States)
Acute autoimmune transverse myelitis following COVID-19 vaccination: A case report,Hirose S.,2021,Medicine (United States)
Association between thyroid hormone and components of metabolic syndrome in euthyroid Korean adults: A population-based study,Shin K.A.,2021,Medicine (United States)
Bilateral nephromegaly due to direct leukemic cell invasion in the initial and relapse phases of T-cell acute lymphoblastic leukaemia: A case report,Tamura Y.,2021,Medicine (United States)
Efficacy and safety of sevoflurane vs propofol in combination with remifentanil for anesthesia maintenance during craniotomy: A meta-analysis,Zhou Z.,2021,Medicine (United States)
Acute aortic occlusion after microendoscopic laminectomy in a patient with lumbar spinal stenosis: A case report,Inoue H.,2021,Medicine (United States)
Effect and safety of anlotinib combined with S-1 for recurrent or metastatic esophageal cancer patients who refused or were intolerant to intravenous chemotherapy,Cai J.,2021,Medicine (United States)
Syndrome Differentiation and Treatment Regularity in Traditional Chinese Medicine for Type 2 Diabetes: A Text Mining Analysis,Dou Z.,2021,Frontiers in Endocrinology
Psychological distress during the COVID-19 pandemic in the population of Argentina,Lucuix M.B.,2021,Medicine (United States)
TACE Plus Lenvatinib Versus TACE Plus Sorafenib for Unresectable Hepatocellular Carcinoma With Portal Vein Tumor Thrombus: A Prospective Cohort Study,Yang B.,2021,Frontiers in Oncology
The Effects of Porphyromonas gingivalis on Atherosclerosis-Related Cells,Zhang J.,2021,Frontiers in Immunology
Mechanobiology of Microvascular Function and Structure in Health and Disease: Focus on the Coronary Circulation,Brandt M.M.,2021,Frontiers in Physiology
Clinical impact of COVID-19 on Turkish children with neurological and neuromuscular diseases One center experience,Okur D.S.,2021,Medicine (United States)
Sclerosing angiomatoid nodular transformation of the spleen: A case report,Papatheodorou P.,2021,BMJ Case Reports
Comparison of 6 equations for estimating glomerular filtration rate in a Chinese benign hypertensive nephrosclerosis population,Ke G.,2021,Medicine (United States)
Evaluation of Antibiotic Prescribing Practices and Antimicrobial Sensitivity Patterns in Urinary Tract Related Infectious Diseases in Pediatric Patients,Alavudeen S.S.,2021,Frontiers in Pediatrics
"Factors Affecting the Aluminum, Arsenic, Cadmium and Lead Concentrations in the Knee Joint Structures",Li G.,2021,Frontiers in Public Health
Physical Activity and the Risk of Hemorrhagic Stroke: A Population-Based Longitudinal Follow-Up Study in Taiwan,Feng S.H.,2021,Frontiers in Medicine
The Performance of Two Rapid Antigen Tests During Population-Level Screening for SARS-CoV-2 Infection,Alghounaim M.,2021,Frontiers in Medicine
Risk factors of cerebral small vessel disease: A systematic review and meta-analysis,Wang Z.,2021,Medicine (United States)
Reversible severe tricuspid regurgitation associated with Graves' disease: A case report,Lee J.Y.,2021,Medicine (United States)
Prospective Study of Serum Uric Acid Levels and First Stroke Events in Chinese Adults With Hypertension,Hu F.,2021,Frontiers in Physiology
Nasal Polyposis and Its Association with Cardiac Functions,Dhiman S.,2021,Medical Principles and Practice
Complications of Surgical Treatment of Aortic Arch Hypoplasia in Infants,Truba I.P.,2021,Ukrainskyi Zhurnal Sertsevo-sudynnoi Khirurhii
PARTIAL LAPAROSCOPIC ADRENALECTOMY FOR ALDOSTERONOMA: OUR EXPERIENCE,Misir Z.,2021,Libri Oncologici
Immediate postoperative interventional therapy for neurologic salvage when cerebral thromboembolism complicates carotid endarterectomy,Wang C.,2021,Reviews in Cardiovascular Medicine
Enoxaparin dose impacts blood cell phenotypes during mild SARS-CoV-2 infection: the observational single-center study,Buryachkovskaya L.,2021,Reviews in Cardiovascular Medicine
Fenestration of the intima to facilitate successful endovascular repair of a dissecting abdominal aneurysm,Stankov Z.,2021,Reviews in Cardiovascular Medicine
"Hypertension and cognitive dysfunction: a review of mechanisms, life-course observational studies and clinical trial results",Mahinrad S.,2021,Reviews in Cardiovascular Medicine
Racial differences in cardiopulmonary outcomes of hospitalized COVID-19 patients with acute kidney injury,Egbuche O.,2021,Reviews in Cardiovascular Medicine
Relationship between Lipoprotein(a) and cardiovascular risk factors—data from 4602 participants of the ELITE study,Schrader B.,2021,Reviews in Cardiovascular Medicine
"Effects of aerobic, resistance, and combined exercise on metabolic syndrome parameters and cardiovascular risk factors: a systematic review and network meta-analysis",Liang M.,2021,Reviews in Cardiovascular Medicine
Determinants of exercise adherence and maintenance among patients with hypertension: a narrative review,Lopes S.,2021,Reviews in Cardiovascular Medicine
Arterial stiffening in hypertension: is it just high blood pressure?,Brosolo G.,2021,Reviews in Cardiovascular Medicine
Metabolic Syndrome and Acute Respiratory Distress Syndrome in Hospitalized Patients with COVID-19,Denson J.L.,2021,JAMA Network Open
Patterns of multimorbidity in 4588 older adults: Implications for a nongeriatrician specialist,Piotrowicz K.,2021,Polish Archives of Internal Medicine
Thrombotic microangiopathy in a kidney transplant patient after COVID-19,Tarasewicz A.,2021,Polish Archives of Internal Medicine
Risk factors for SARS-CoV-2 infection in patients with rheumatic diseases,Snarska W.,2021,Polish Archives of Internal Medicine
Inhibition of the renin-angiotensin system causes concentric hypertrophy of renal arterioles in mice and humans,Watanabe H.,2021,JCI Insight
Baroreflex Failure after Anterior Cervical Discectomy and Fusion: A Case Report,Kulkarni A.G.,2021,JBJS Case Connector
Biochemically normal adrenal pheochromocytoma following extensive central necrosis in a child with von Hippel-Lindau (VHL) gene mutation,Ng B.W.L.,2021,BMJ Case Reports
Characteristics and outcomes of patients with COVID-19 with and without prevalent hypertension: A multinational cohort study,Reyes C.,2021,BMJ Open
Fatal Adverse Events of Dabigatran Combined With Aspirin in Elderly Patients: An Analysis Using Data From VigiBase,Zhang Q.,2021,Frontiers in Pharmacology
Applying Care Coordination Principles to Reduce Cardiovascular Disease Risk Factors in People With Serious Mental Illness: A Case Study Approach,Murphy K.A.,2021,Frontiers in Psychiatry
Editorial: Hypoxia and Cardiorespiratory Control,Okada Y.,2021,Frontiers in Physiology
Editorial: Applications of Next Generation Sequencing (NGS) Technologies to Decipher the Oral Microbiome in Systemic Health and Disease,Do T.,2021,Frontiers in Cellular and Infection Microbiology
Vascular Remodeling in Pulmonary Arterial Hypertension: The Potential Involvement of Innate and Adaptive Immunity,Tobal R.,2021,Frontiers in Medicine
Spontaneous spinal epidural haematoma: management and main risk factors in era of anticoagulant/antiplatelet treatment,Stetkarova I.,2021,Neurologia i Neurochirurgia Polska
Cardiovascular dysautonomia and cognition in Parkinson’s Disease — a possible relationship,Kwaśniak-Butowska M.,2021,Neurologia i Neurochirurgia Polska
COVID-19 revolution: A new challenge for the internist Renin-angiotensin-aldosterone system in patients with COVID-19,Fedi G.,2021,Italian Journal of Medicine
Lupus nephritis and beyond: Kidney-intrinsic genetic risk for antibody deposition,Chernova I.,2021,Cell Reports Medicine
The Role of CHA<inf>2</inf>DS<inf>2</inf>-VASc Score in Predicting Intensive Care Unit Admission in Patients with COVID-19: Retrospective Study,Karabulut U.,2021,Turkiye Klinikleri Journal of Medical Sciences
Evaluation of the Frequency of Side Effects of Drugs Used in the Treatment of COVID-19: A Retrospective Study,Eryilmaz Eren E.,2021,Turkiye Klinikleri Journal of Medical Sciences
Quadruple combination of quarter doses of blood pressure-lowering agents: A string QUARTET in the symphony of hypertension management?,Volpe M.,2021,European Heart Journal
Liver Cirrhosis and Hepatocellular Carcinoma After the Fontan Operation: Reaching Clarity in the Face of Uncertainty,Lam C.Z.,2021,Circulation
Heightened Cardiovascular Risk in Hypertension Associated With Renin-Independent Aldosteronism Versus Renin-Dependent Aldosteronism: A Collaborative Study,Hu J.,2021,Journal of the American Heart Association
"Efficacy and Safety of Antithrombotic Therapy in Patients With Atrial Fibrillation, Recent Acute Coronary Syndrome, or Percutaneous Coronary Intervention and a History of Heart Failure: Insights From the AUGUSTUS Trial",Fudim M.,2021,Journal of the American Heart Association
Noninvasive Scale Measurement of Stroke Volume and Cardiac Output Compared With the Direct Fick Method: A Feasibility Study,Yazdi D.,2021,Journal of the American Heart Association
Growth Differentiation Factor-15 Predicts Death and Stroke Event in Outpatients With Cardiovascular Risk Factors: The J-HOP Study,Negishi K.,2021,Journal of the American Heart Association
Effects of a Low-Salt and High-Potassium Diet on Arterial Stiffness and Left Ventricular Function in Indigenous Papuans,Ishida A.,2021,Journal of the American Heart Association
Pulmonary Hypertension Is Associated With Systemic Arterial Hypertension Among Patients With Normal Left Ventricular Diastolic Function,Itelman E.,2021,Journal of the American Heart Association
"COVID-19, Social Determinants of Health, and Opportunities for Preventing Cardiovascular Disease: A Conceptual Framework",Russo R.G.,2021,Journal of the American Heart Association
Cardiovascular immunotoxicities associated with immune checkpoint inhibitors: A safety meta-analysis,Dolladille C.,2021,European Heart Journal
Association of Frailty With Treatment Selection and Long-Term Outcomes Among Patients With Chronic Limb-Threatening Ischemia,Butala N.M.,2021,Journal of the American Heart Association
Inequity in Cardio-Oncology: Identifying Disparities in Cardiotoxicity and Links to Cardiac and Cancer Outcomes,Ohman R.E.,2021,Journal of the American Heart Association
MEKK3–TGFβ crosstalk regulates inward arterial remodeling,Deng H.,2021,Proceedings of the National Academy of Sciences of the United States of America
Levels of Adherence of an Exercise Referral Scheme in Primary Health Care: Effects on Clinical and Anthropometric Variables and Depressive Symptoms of Hypertensive Patients,Gallegos-Carrillo K.,2021,Frontiers in Physiology
"The Placental Innate Immune System Is Altered in Early-Onset Preeclampsia, but Not in Late-Onset Preeclampsia",Broekhuizen M.,2021,Frontiers in Immunology
A Silent Corticotroph Pituitary Carcinoma: Lessons From an Exceptional Case Report,Remón-Ruiz P.,2021,Frontiers in Endocrinology
"Genetic Contributors of Incident Stroke in 10,700 African Americans With Hypertension: A Meta-Analysis From the Genetics of Hypertension Associated Treatments and Reasons for Geographic and Racial Differences in Stroke Studies",Armstrong N.D.,2021,Frontiers in Genetics
