title,authors,year,source
Gadd45α affects retinal ganglion cell injury in chronic ocular hypertension rats by regulating p38MAPK pathway,Sun R.X.,2020,Gene
Metabolomics for prediction of hypertension in pregnancy: A systematic review and meta-analysis protocol,Mayrink J.,2020,BMJ Open
Successful treatment of dermato-neuro syndrome with plasmapheresis,Larios J.M.,2020,BMJ Case Reports
"Prevalence, risk factors and metabolic profile of the non-obese and obese non-alcoholic fatty liver disease in a rural community of South Asia",Rahman M.M.,2020,BMJ Open Gastroenterology
"Hypertension control in Jiading, Shanghai and its relevant factors",Hu Z.,2020,Journal of Shanghai Jiaotong University (Medical Science)
Comparative study of microsurgical clipping and endovascular treatment for bifurcation aneurysm of middle cerebral artery,Sun Y.,2020,Chinese Journal of Neurosurgery
Clinical efficacy analysis of neuroendoscopic aspiration for early hypertensive hemorrhage in the basal ganglia,Wang L.,2020,Chinese Journal of Neurosurgery
On the possibility of analysis using the wavelet transform of the pulse waveform from the bloodstream,Davydov R.V.,2020,Journal of Physics: Conference Series
Reducing cardiovascular disease risk among families with familial hypercholesterolaemia by improving diet and physical activity: A randomised controlled feasibility trial,Kinnear F.J.,2020,BMJ Open
Comprehensive care of a patient with obesity of BMI &gt;70 kg/m 2,Kabir S.,2020,BMJ Case Reports
"Prevention of hepatic encephalopathy by administration of rifaximin and lactulose in patients with liver cirrhosis undergoing placement of a transjugular intrahepatic portosystemic shunt (TIPS): A multicentre randomised, double blind, placebo controlled trial (PEARL trial)",De Wit K.,2020,BMJ Open Gastroenterology
Unilateral persistent disc oedema due to cerebral sinus venous thrombosis (CSVT): Diagnostic and management challenge,Nalawade R.,2020,BMJ Case Reports
Acute encephalopathy associated with severe fever with thrombocytopaenia syndrome,Fujita M.,2020,BMJ Case Reports
Acute retinal necrosis with central retinal artery obstruction,Kaur P.,2020,BMJ Case Reports
Delayed urticaria or anaphylaxis after consumption of red meat with evidence of alpha-gal sensitisation,Garcia M.B.,2020,BMJ Case Reports
Cardiovascular risk prediction using physical performance measures in COPD: Results from a multicentre observational study,Fermont J.M.,2020,BMJ Open
A Step Closer to Optimal Medical Therapy in Peripheral Artery Disease,Weinberg I.,2020,JACC: Cardiovascular Interventions
Predictors of Underutilization of Medical Therapy in Patients Undergoing Endovascular Revascularization for Peripheral Artery Disease,Altin S.E.,2020,JACC: Cardiovascular Interventions
12-Month Results From the Unblinded Phase of the RADIANCE-HTN SOLO Trial of Ultrasound Renal Denervation,Azizi M.,2020,JACC: Cardiovascular Interventions
Renal Denervation: The Study That Shattered its Halo,Messerli F.H.,2020,JACC: Cardiovascular Interventions
Longitudinal associations between dietary quality and Alzheimer's disease genetic risk on cognitive performance among African American adults,Hossain S.,2020,British Journal of Nutrition
Vegan diet for adults with overweight or obesity,Nugent S.J.,2020,Cochrane Database of Systematic Reviews
Exploration and establishment of gestational diabetes mellitus risk score,Hu J.,2020,Chinese Journal of Diabetes Mellitus
"Clinical Trials Study: Effect of non-alcoholic beer, diet and exercise on endothelial function, nutrition and quality of life in patients with cirrhosis",Macías-Rodríguez R.U.,2020,World Journal of Hepatology
Weighted objective distance for the classification of elderly people with hypertension,Chaising S.,2020,Knowledge-Based Systems
Determinants of covid-19 prevention behavior in the elderly in urmia: Application of health belief model,Zareipour M.A.,2020,Open Access Macedonian Journal of Medical Sciences
Application of new ultrasonic vector flow mapping to evaluate right ventricular hemodynamics and right ventricular function in patients with secundum atrial septal defect,Zhang J.,2020,Chinese Journal of Ultrasonography
Risk factors for the occurrence of retinopathy stage in pregnancy-induced hypertension,Hu L.,2020,Chinese Journal of Ocular Fundus Diseases
Experimental studies for noninvasive assessment of portal vein pressure based on contrast enhanced subharmonic sonographic imaging,Xiang H.,2020,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi
Antenatal corticosteroids for accelerating fetal lung maturation for women at risk of preterm birth,McGoldrick E.,2020,Cochrane Database of Systematic Reviews
Delayed facial palsy after microvascular decompression for hemifacial spasm: multivariate Logistic regression analysis of influencing factors,Guan Y.H.,2020,Chinese Journal of Contemporary Neurology and Neurosurgery
MBPPG-Self-measurement of blood pressure without previous guidance: Methodological study,De Oliveira Almeida G.,2020,Motricidade
Comorbidities associated with different levels of total cholesterol in male and female acute ischemic stroke patients,Brechtel L.,2020,Medicine (United States)
Nursing case management for people with hypertension: A randomized controlled trial protocol,Song C.,2020,Medicine (United States)
Hydroxychloroquine is associated with slower viral clearance in clinical COVID-19 patients with mild to moderate disease,Mallat J.,2020,Medicine (United States)
"Diverse clinical processes of 16 COVID-19 cases who concentrated infection in the same workplace in Beijing, China: An observational study",Zhang C.,2020,Medicine (United States)
Significant reduction in the visits to the emergency room department during the COVID-19 pandemic in a tertiary hospital in Greece: Indirect victims of the pandemic?,Kastritis E.,2020,Medicine (United States)
Comparison of second- And third-generation parathyroid hormone test results in patients with chronic kidney disease,Wójtowicz M.,2020,Medical Science Monitor
"Targeted Drugs for Treatment of Pulmonary Arterial Hypertension: Past, Present, and Future Perspectives",Zheng W.,2020,Journal of Medicinal Chemistry
Randomized trial of focused ultrasound subthalamotomy for Parkinson's disease,Martínez-Fernández R.,2020,New England Journal of Medicine
Multimorbidity in cardiovascular disease and association with life satisfaction: A Chinese national cross-sectional study,Liu G.,2020,BMJ Open
Atrial fibrillation and dementia: An unresolved 'Folie à Deux',Rossi V.A.,2020,Open Heart
Anti-IL-6 receptor antibody treatment for severe COVID-19 and the potential implication of IL-6 gene polymorphisms in novel coronavirus pneumonia,Ulhaq Z.S.,2020,Medicina Clinica
Death recorded by Holter monitoring due to multiple traumatic injuries as a consequence of a car accident,Marcinkiewicz K.,2020,Kardiologia Polska
"Acetylcholine provocation test with resting full-cycle ratio, coronary flow reserve, and index of microcirculatory resistance give definite answers and improve health-related quality of life",Bil J.,2020,Kardiologia Polska
Epilepsy Seizures in Spontaneously Hypertensive Rats After Acoustic Stimulation: Role of Renin–Angiotensin System,Becari C.,2020,Frontiers in Neuroscience
The Artificial-Liver Blood-Purification System Can Effectively Improve Hypercytokinemia for COVID-19,Guo J.,2020,Frontiers in Immunology
"Perinatal Mortality and Associated Factors Among Antenatal Care Attended Pregnant Mothers at Public Hospitals in Gamo Zone, Southern Ethiopia",Dessu S.,2020,Frontiers in Pediatrics
Endothelium-Derived Hyperpolarizing Factor and Myoendothelial Coupling: The in vivo Perspective,Schmidt K.,2020,Frontiers in Physiology
"Toxicities of Chimeric Antigen Receptor T Cell Therapy in Multiple Myeloma: An Overview of Experience From Clinical Trials, Pathophysiology, and Management Strategies",Zhou X.,2020,Frontiers in Immunology
Novel Advances in Modifying BMPR2 Signaling in PAH,Dannewitz Prosseda S.,2020,Genes
Diagnostic utility of <sup>68</sup>Ga- citrate and <sup>18</sup>F-FDG PET/CT in sarcoidosis patients,Tetikkurt C.,2020,Monaldi Archives for Chest Disease
Platypnea-orthodeoxia in a patient with severe COVID-19 pneumonia,Singh K.,2020,Monaldi Archives for Chest Disease
Association of Fibroblast Growth Factor 23 With Ischemic Stroke and Its Subtypes: A Mendelian Randomization Study,Zheng K.,2020,Frontiers in Genetics
Case Report: Central Retinal Artery Occlusion in a COVID-19 Patient,Montesel A.,2020,Frontiers in Pharmacology
NK Cell Interaction With Platelets and Myeloid Cells in the Tumor Milieu,Maurer S.,2020,Frontiers in Immunology
Imaging Mass Cytometric Analysis of Postmortem Tissues Reveals Dysregulated Immune Cell and Cytokine Responses in Multiple Organs of COVID-19 Patients,Wang C.,2020,Frontiers in Microbiology
Effects of Obesity and Thrombophilia on the Risk of Abortion in Women Undergoing In Vitro Fertilization,Candeloro M.,2020,Frontiers in Endocrinology
Editorial: Gut Microbiota and Inflammation: Relevance in Cancer and Cardiovascular Disease,Parolini C.,2020,Frontiers in Pharmacology
Dieulafoy's lesion: An unexpected and rare cause of upper gastrointestinal bleeding,Rajanthran S.K.,2020,BMJ Case Reports
Early prediction of in-hospital mortality in acute pancreatitis: A retrospective observational cohort study based on a large multicentre critical care database,Li C.,2020,BMJ Open
Impact of a single non-sex-related stroke risk factor on atrial fibrillation and oral anticoagulant outcomes: A systematic review and meta-analysis,Grymonprez M.,2020,Open Heart
An improbable case of ascites,Visconti V.,2020,European Journal of Case Reports in Internal Medicine
Clinical characteristics of elderly and younger onset rheumatoid arthritis,Zhang J.,2020,National Medical Journal of China
Cardiovascular Complications of Prostate Cancer Treatment,Wilk M.,2020,Frontiers in Pharmacology
Multimorbidity in General Practice: Unmet Care Needs From a Patient Perspective,Rimmelzwaan L.M.,2020,Frontiers in Medicine
The Global Burden of Cardiovascular Diseases and Risks: A Compass for Global Action,Roth G.A.,2020,Journal of the American College of Cardiology
"Global Burden of Cardiovascular Diseases and Risk Factors, 1990-2019: Update From the GBD 2019 Study",Roth G.A.,2020,Journal of the American College of Cardiology
Manipulation of ACE2 expression in COVID-19,Chaudhry F.,2020,Open Heart
Hypoxaemia and interstitial lung disease in an infant with hypothyroidism and hypotonia,Lynn M.M.,2020,BMJ Case Reports
Safety of neonatal sternal wound reconstruction after open heart surgery,Barlas V.,2020,BMJ Case Reports
Depressive symptoms and cardiovascular disease: A population-based study of older adults in rural Burkina Faso,Brinkmann B.,2020,BMJ Open
Spontaneous portomesenteric thrombosis in a non-cirrhotic patient with SARS-CoV-2 infection,Abeysekera K.W.M.,2020,BMJ Case Reports
Acute pancreatitis following coronary artery angiography,Krauer J.,2020,BMJ Case Reports
A key role for comprehensive geriatric assessment in aortic valve replacement,El-Shakankery K.H.,2020,BMJ Case Reports
Primary diffuse large B cell lymphoma (DLBCL) of the prostate presenting with lower urinary tract symptoms (LUTS),Nusrat A.,2020,BMJ Case Reports
Bouveret syndrome: A clinicoradiological perspective,Checkley E.W.,2020,BMJ Case Reports
Silent and formidable foe: Neuroendocrine tumours of the gallbladder,Randhawa D.S.,2020,BMJ Case Reports
"Individual interventions to improve adherence to pharmaceutical treatment, diet and physical activity among adults with primary hypertension. A systematic review protocol",Parra D.I.,2020,BMJ Open
Infliximab-induced optic neuritis,Dermawan A.,2020,BMJ Case Reports
Authors' reply,Kuźma Ł.,2020,Polish Archives of Internal Medicine
Long-term outcomes of 11 021 patients with chronic coronary syndromes and after coronary angiography: The PRESAGE registry,Trzeciak P.,2020,Polish Archives of Internal Medicine
"Reliability of Office, Home, and Ambulatory Blood Pressure Measurements and Correlation With Left Ventricular Mass",Schwartz J.E.,2020,Journal of the American College of Cardiology
Aortic Stenosis and Diastolic Dysfunction: Partners in Crime,Klein A.L.,2020,Journal of the American College of Cardiology
Orthostatic hypertension,Kocyigit S.E.,2020,Orthostatic Hypotension in Older Adults
Orthostatic hypotension: Clinical features,Ates Bulut E.,2020,Orthostatic Hypotension in Older Adults
Focus on hypertension but also on the 'the digital twin' and on kidney function and disease,Crea F.,2020,European Heart Journal
Where is renal nerve ablation going?,Lauder L.,2020,European Heart Journal
Josep trueta and renal sympathetic activation,Epstein M.,2020,European Heart Journal
A novel concept of the sigma (σ) value for bp surge differentials,Das M.K.,2020,European Heart Journal
Bedtime hypertension treatment improves cardiovascular risk reduction: The Hygia Chronotherapy Trial,Hermida R.C.,2020,European Heart Journal
Interventional therapy for Takayasu arteritis with pulmonary artery and pulmonary vein stenosis,Li X.,2020,European Heart Journal
Hypertension and renin-angiotensin system blockers are not associated with expression of angiotensin-converting enzyme 2 (ACE2) in the kidney,Jiang X.,2020,European Heart Journal
Implications of renal ACE2 expression in the age of COVID-19,Salah H.M.,2020,European Heart Journal
Editor's Note,No authors available,2020,European Heart Journal
Adult Body Height and Cardiometabolic Disease Risk: The China National Health Survey in Shaanxi,Yuan Y.,2020,Frontiers in Endocrinology
Relationship Between Type 2 Diabetes and White Matter Hyperintensity: A Systematic Review,Wang D.Q.,2020,Frontiers in Endocrinology
Aggregation of Vascular Risk Factors Modulates the Amplitude of Low-Frequency Fluctuation in Mild Cognitive Impairment Patients,Zhuang L.,2020,Frontiers in Aging Neuroscience
"Association between tendon ruptures and use of fluoroquinolone, and other oral antibiotics: A 10-year retrospective study of 1 million US senior Medicare beneficiaries",Baik S.,2020,BMJ Open
Bilateral periorbital necrotising fasciitis associated with invasive group: A Streptococcus infection,McCabe G.A.,2020,BMJ Case Reports
Non-alcoholic steatohepatitis or autoimmune hepatitis? Sometimes a closer look under the surface is needed,Dalekos G.N.,2020,BMJ Case Reports
Percutaneous transhepatic portal vein stenting as rescue treatment for recurrent oesophageal variceal bleeding in a 31-year-old woman with haepatocellular carcinoma in a non-cirrhotic liver,Van Kalkeren C.A.J.,2020,BMJ Case Reports
Prevalence and associated factors of obesity in inflammatory bowel disease: A case-control study,Losurdo G.,2020,World Journal of Gastroenterology
Chronotherapy for hypertension: Improvement in patient outcomes with bedtime administration of antihypertensive drugs,Mathur P.,2020,European Heart Journal
Comparison of the effects of different doses of dexmedetomidine on elderly patients with hypertension during general anesthesia,Li J.,2020,Journal of Chinese Physician
Prognostic value of serum alanine aminotransferase on morbidity of primary liver cancer (A report of 95 780 cases),Liu T.,2020,Chinese Journal of Digestive Surgery
Clinical efficacy of selective venous shunts of gastrosplenic area for portal hypertension,Tian M.,2020,Chinese Journal of Digestive Surgery
Modified vagus nerve-preserving versus conventional laparoscopic splenectomy and azygoportal disconnection for cirrhotic portal hypertension : a prospective randomized controlled trial,Jiang G.,2020,Chinese Journal of Digestive Surgery
CT radiomics for assessing portal hypertension and predicting variceal veins hemorrhage,Wang Z.,2020,Chinese Journal of Medical Imaging Technology
MicroRNA-98 can serve as a diagnostic marker for congenital heart disease-associated pulmonary artery hypertension,Zhang Y.Z.,2020,Chinese Medical Journal
Research progress in psoriatic arthritis-related cardiovascular damage,Liu M.,2020,Chinese Medical Journal
Systemic Therapy for Advanced Hepatocellula Carcinoma: ASCO Guideline,Gordan J.D.,2020,Journal of Clinical Oncology
Sex-specific Correlation between Serum Uric Acid and Blood Pressure:a Propensity-matched Analysis,Nie Z.,2020,Chinese General Practice
"Mildly Lowering Dialysate Sodium Concentration May Effectively Reduce the Blood Pressure and Plasma Sodium in End-stage Renal Disease Patients with Hypertension,Dry Weight,and Maintenance Hemodialysis:a Multicenter,Self-controlled Study",Zhang Y.,2020,Chinese General Practice
A complex karyotype and a genetic mutation in acute myeloid leukaemia,Bewersdorf J.P.,2020,The Lancet
Effect of amphetamines on blood pressure,Chan M.,2020,Cochrane Database of Systematic Reviews
Phenylalanine induces pulmonary hypertension through calcium-sensing receptor activation,Tan R.,2020,American Journal of Physiology - Lung Cellular and Molecular Physiology
Interactive and independent effects of early lipopolysaccharide and hyperoxia exposure on developing murine lungs,Shrestha A.K.,2020,American Journal of Physiology - Lung Cellular and Molecular Physiology
Nfatc3 regulation of collagen v expression contributes to cellular immunity to collagen type v and hypoxic pulmonary hypertension,Sheak J.R.,2020,American Journal of Physiology - Lung Cellular and Molecular Physiology
"Post-infectious Bronchiolitis Obliterans: HRCT, DECT, Pulmonary Scintigraphy Images, and Clinical Follow-up in Eight Children",Chen I.C.,2020,Frontiers in Pediatrics
Clinical Characteristics and Aqueous Humor Laboratory Analysis of Chinese Patients With Rubella Virus-Associated and Cytomegalovirus-Associated Fuchs Uveitis Syndrome,Kang H.,2020,Frontiers in Medicine
Renal Denervation for Resistant Hypertension: Time to Improve Patient Selection. The Lesson From ADPKD,Pisani A.,2020,Frontiers in Medicine
The Ion Channel and GPCR Toolkit of Brain Capillary Pericytes,Hariharan A.,2020,Frontiers in Cellular Neuroscience
Use of Cardiovascular Drugs for Primary and Secondary Prevention of Cardiovascular Disease Among Rural-Dwelling Older Chinese Adults,Cong L.,2020,Frontiers in Pharmacology
Case Report: Denys–Drash Syndrome With WT1 Causative Variant Presenting as Atypical Hemolytic Uremic Syndrome,Cheng C.,2020,Frontiers in Pediatrics
"Change in health profile of refugees resettling in New Zealand, 1980-2014",Reeve A.M.F.,2020,New Zealand Medical Journal
Behind the fungus ball: Pulmonary aspergillosis!,Dunphy L.,2020,BMJ Case Reports
Multi-Institution Research and Education Collaboration Identifies New Antimicrobial Compounds,Fuller A.A.,2020,ACS Chemical Biology
Bibliometric analysis of glaucoma-related literature based on SCIE database: A 10-year literature analysis from 2009 to 2018,Sun Y.X.,2020,International Journal of Ophthalmology
Treatment of Crimean-Congo haemorrhagic fever by favipiravir in a patient with novel coronavirus co-infection,Dülger A.C.,2020,European Journal of Case Reports in Internal Medicine
Racial and Sex Differences in the Response to First-Line Antihypertensive Therapy,Clemmer J.S.,2020,Frontiers in Cardiovascular Medicine
Is binge-watching competing with sleep? And winning?,Jindal R.D.,2020,Journal of Clinical Sleep Medicine
Blood pressure targets in adults with hypertension,Arguedas J.A.,2020,Cochrane Database of Systematic Reviews
Blood Pressure Increase and Microvascular Dysfunction Accelerate Arterial Stiffening in Children: Modulation by Physical Activity,Lona G.,2020,Frontiers in Physiology
An Important Finding of White Matter Injury in Late Preterm Infant: Deep Medullary Vein Involvement,Chen D.,2020,Frontiers in Pediatrics
microRNA-155 Is Decreased During Atherosclerosis Regression and Is Increased in Urinary Extracellular Vesicles During Atherosclerosis Progression,Fitzsimons S.,2020,Frontiers in Immunology
Editorial: Celebrating 40 Years of the Chilean Society of Pharmacology,Yévenes G.E.,2020,Frontiers in Pharmacology
Fluconazole for Hypercortisolism in Cushing’s Disease: A Case Report and Literature Review,Zhao Y.,2020,Frontiers in Endocrinology
Corrector therapies (with or without potentiators) for people with cystic fibrosis with class II CFTR gene variants (most commonly F508del),Southern K.W.,2020,Cochrane Database of Systematic Reviews
Diffuse Recurrence of Hepatocellular Carcinoma After Liver Resection: Transarterial Chemoembolization (TACE) Combined With Sorafenib Versus TACE Monotherapy,Yao W.,2020,Frontiers in Oncology
Arteriovenous fistula: Rare complication of radial artery access,Mehta A.,2020,BMJ Case Reports
Cauda equina compression in metastatic prostate cancer,Siddiqui R.S.,2020,BMJ Case Reports
Assessing Australian women's knowledge and knowledge preferences about long-term health after hypertensive disorders of pregnancy: A survey study,Roth H.,2020,BMJ Open
"Ruptured functioning adrenal tumour, atypical presentation with renal colic and hypertension",Elmoheen A.,2020,BMJ Case Reports
Suprachoroidal hemorrhage: A devastating complication of the eye,Lata S.,2020,BMJ Case Reports
COVID-19 presenting as thrombotic thrombocytopenic purpura (TTP),Altowyan E.,2020,BMJ Case Reports
Bilateral renal haematuria and obstructive renal failure from acquired haemophilia A: A medical cause for a surgical problem,Ajjikuttira A.,2020,BMJ Case Reports
A very rare case of myocardial ischaemia,Campos I.D.,2020,BMJ Case Reports
New hypertension and diabetes diagnoses following the Affordable Care Act Medicaid expansion,Angier H.,2020,Family Medicine and Community Health
Current Preventions and Treatments of aGVHD: From Pharmacological Prophylaxis to Innovative Therapies,Naserian S.,2020,Frontiers in Immunology
Rho kinase inhibitor for primary open-angle glaucoma and ocular hypertension,Clement Freiberg J.,2020,Cochrane Database of Systematic Reviews
NECo: A node embedding algorithm for multiplex heterogeneous networks,Dursun C.,2020,"Proceedings - 2020 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2020"
Urinary MMP-9/UCr association with albumin concentration and albumin-creatinine-ratio in Mexican patients with type 2 diabetes mellitus,Arcos-Sacramento V.G.,2020,PeerJ
"Should her name begin with ""doctor""?",Silver J.K.,2020,The BMJ
Alterations of the Fecal Microbiota in Chinese Patients With Multiple Sclerosis,Ling Z.,2020,Frontiers in Immunology
New Insights Into Vertigo Attack Frequency as a Predictor of Ischemic Stroke,Qiu D.,2020,Frontiers in Neurology
Monoclonal Gammopathy of Renal Significance: Clinical and Histological Efficacy of a Bortezomib-Based Regimen,Quattrocchio G.,2020,Frontiers in Medicine
Analyses of abdominal adiposity and metabolic syndrome as risk factors for respiratory distress in COVID-19,Van Zelst C.M.,2020,BMJ Open Respiratory Research
COVID-19 mortality effects of underlying health conditions in India: A modelling study,Novosad P.,2020,BMJ Open
Feasibility of implementing a preventive physical exercise programme recommended by general practitioners in cardiovascular risk patients: A pre-post comparison study,López-Román F.J.,2020,European Journal of General Practice
The effect of the Great East Japan Earthquake on hypertensive disorders during pregnancy: a study from the Fukushima Health Management Survey,Kyozuka H.,2020,Journal of Maternal-Fetal and Neonatal Medicine
Risk factor analysis of pneumothorax associated with persistent pulmonary hypertension of the newborn in Thai neonates,Jaroensri S.,2020,Journal of Maternal-Fetal and Neonatal Medicine
Critical care COVID-19 patient with a picture of thrombotic thrombocytopenic purpura,Rehab Y.A.A.,2020,European Journal of Case Reports in Internal Medicine
"Ventricular septal defect, patent ductus arteriosus, severe pulmonary hypertension with right subclavian artery originating from right pulmonary artery a case report",Xu G.,2020,Chinese Journal of Pediatric Surgery
Efficacy and safety of minimally invasive puncture and drainage for hypertensive cerebral hemorrhage at different time windows,Hu J.,2020,Chinese Journal of Neuromedicine
Characteristics of calcium homeostasis in patients with different degrees of arterial hypertension,Keledzhyyeva E.,2020,Arterial Hypertension (Poland)
Diagnosis and treatment of traumatic rupture of hydronephrosis in children,Li Z.,2020,Chinese Journal of Urology
Association of dyslipidemia and systematic inflammation with renal cell carcinoma bone metastasis,Huang Z.,2020,Chinese Journal of Urology
The effect of compound Qima capsule on blood pressure and related vasoactive factors in different hypertensive rat models,Yang J.M.,2020,Chinese Journal of New Drugs
"Ideal cardiovascular health in urban Jamaica: Prevalence estimates and relationship to community property value, household assets and educational attainment: A cross-sectional study",McKenzie J.A.,2020,BMJ Open
Exercise reduces ambulatory blood pressure in patients with hypertension: A systematic review and meta-analysis of randomized controlled trials,Saco-Ledo G.,2020,Journal of the American Heart Association
Independent impact of peripheral artery disease on percutaneous coronary intervention,Perl L.,2020,Journal of the American Heart Association
Single-cell immune profiling in coronary artery disease: The role of state-of-the-art immunophenotyping with mass cytometry in the diagnosis of atherosclerosis,Kott K.A.,2020,Journal of the American Heart Association
Cardiometabolic risk factors and preclinical target organ damage among adults in ghana: Findings from a national study,Li J.,2020,Journal of the American Heart Association
"Chronic hypoxia decreases endothelial connexin 40, attenuates endothelium-dependent hyperpolarization–mediated relaxation in small distal pulmonary arteries, and leads to pulmonary hypertension",Si R.,2020,Journal of the American Heart Association
Trends in hypertension clinical trials focused on interventions specific for black adults: An analysis of clinicaltrials.gov,Zheutlin A.R.,2020,Journal of the American Heart Association
Risk factors for polyvascular involvement in patients with peripheral artery disease: A mendelian randomization study,Dikilitas O.,2020,Journal of the American Heart Association
Risk factor burden and long-term prognosis of patients with premature coronary artery disease,Zeitouni M.,2020,Journal of the American Heart Association
Latent tuberculosis infection and elevated incidence of hypertension,Mandieka E.,2020,Journal of the American Heart Association
Efficacy and safety of direct oral anticoagulants for atrial fibrillation across body mass index categories,Kaplan R.M.,2020,Journal of the American Heart Association
"Sex differences in the age of diagnosis for cardiovascular disease and its risk factors among us adults: Trends from 2008 to 2017, the medical expenditure panel survey",Okunrintemi V.,2020,Journal of the American Heart Association
Myocardial injury after balloon predilatation versus direct transcatheter aortic valve replacement: Insights from the directavi trial,Akodad M.,2020,Journal of the American Heart Association
Outcome Predictors of Stroke Mortality in the Neurocritical Care Unit,Viderman D.,2020,Frontiers in Neurology
Renal Sensory Activity Regulates the γ-Aminobutyric Acidergic Inputs to the Paraventricular Nucleus of the Hypothalamus in Goldblatt Hypertension,Milanez M.I.O.,2020,Frontiers in Physiology
Alterations in Urobiome in Patients With Bladder Cancer and Implications for Clinical Outcome: A Single-Institution Study,Zeng J.,2020,Frontiers in Cellular and Infection Microbiology
