title,authors,year,source
The effects of soymilk plus probiotics supplementation on cardiovascular risk factors in patients with type 2 diabetes mellitus: a randomized clinical trial,Hasanpour A.,2023,BMC Endocrine Disorders
N-terminal pro–B-type natriuretic peptide levels in normotensive and hypertensive dogs with myxomatous mitral valve disease stage B,Jang I.S.,2023,Irish Veterinary Journal
Respiratory patterns and baroreflex function in heart failure,Radaelli A.,2023,Scientific Reports
Nitrate-rich beet juice intake on cardiovascular performance in response to exercise in postmenopausal women with arterial hypertension: study protocol for a randomized controlled trial,Benjamim C.J.R.,2023,Trials
Evaluation of myocardial performance by serial speckle tracking echocardiography in diagnosis and follow-up of a patient with eosinophilic myocarditis,Sharifkazemi M.,2023,Echo Research and Practice
"Angiomyolipoma with epithelial cysts, an unexpected discovery in a gunshot abdomen: a single case report",Mtshali N.Z.,2023,African Journal of Urology
The role of artificial intelligence in the treatment of obstructive sleep apnea,Brennan H.L.,2023,Journal of Otolaryngology - Head and Neck Surgery
Effects of Baduanjin exercise on the physical function of middle-aged and elderly people: a systematic review and meta-analysis of randomized controlled trials,Lin H.,2023,BMC Complementary Medicine and Therapies
Vascular dysfunction and body mass index in African adults with HIV,Kaluba L.,2023,BMC Cardiovascular Disorders
A high Diabetes Risk Reduction Score (DRRS) is associated with a better cardio-metabolic profile among obese individuals,Siri G.,2023,BMC Endocrine Disorders
Penetrating gunshot wounds to the penis: a case report of combat patient injured in the war in Ukraine,Golovko S.,2023,International Journal of Emergency Medicine
Association between cannabis use and blood pressure levels according to comorbidities and socioeconomic status,Vallée A.,2023,Scientific Reports
Association of triglycerides to high-density lipoprotein cholesterol ratio to identify future prediabetes and type 2 diabetes mellitus: over one-decade follow-up in the Iranian population,Tohidi M.,2023,Diabetology and Metabolic Syndrome
Clinical significance of the hemodynamic gain index in patients undergoing exercise stress testing and coronary computed tomography angiography,Mansour M.J.,2023,BMC Cardiovascular Disorders
Challenges and outcomes of pregnancy in an uncorrected Tetralogy of Fallot with pulmonary atresia and major aorta-pulmonary collateral arteries (MAPCA): a case report,Thakur S.,2023,Egyptian Heart Journal
Association between red blood cell distribution width-to-albumin ratio and prognosis of patients with acute myocardial infarction,Li H.,2023,BMC Cardiovascular Disorders
"Hypertension self-care practice and its associated factors in Bale Zone, Southeast Ethiopia: A multi-center cross-sectional study",Tebelu D.T.,2023,Journal of Pharmaceutical Policy and Practice
Does tidal volume challenge improve the feasibility of pulse pressure variation in patients mechanically ventilated at low tidal volumes? A systematic review and meta-analysis,Wang X.,2023,Critical Care
"Evaluating the association between the Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet, mental health, and cardio-metabolic risk factors among individuals with obesity",Ardekani A.M.,2023,BMC Endocrine Disorders
Digital health interventions for non-communicable disease management in primary health care in low-and middle-income countries,Xiong S.,2023,npj Digital Medicine
Pathways linking relative deprivation to blood pressure control: the mediating role of depression and medication adherence among Chinese middle-aged and older hypertensive patients,Qin W.,2023,BMC Geriatrics
Effectiveness of a diabetes program based on digital health on capacity building and quality of care in type 2 diabetes: a pragmatic quasi-experimental study,Morelli D.M.,2023,BMC Health Services Research
The association between carbon and nitrogen stable isotope ratios of human hair and hypertension,Ahn S.V.,2023,Clinical Hypertension
Kidney dysfunction: prevalence and associated risk factors in a community-based study from the North West Province of South Africa,Navise N.H.,2023,BMC Nephrology
Incidence and risk of hypertension associated with PARP inhibitors in cancer patients: a systematic review and meta-analysis,Chen X.,2023,BMC Cancer
"Impact of the gut microbiota and associated metabolites on cardiometabolic traits, chronic diseases and human longevity: a Mendelian randomization study",Gagnon E.,2023,Journal of Translational Medicine
On the Dynamics of a Capacitive Microplate for Blood Pressure Sensing Based on Korotkoff Sounds,Taghizadeh N.,2023,Sensing and Imaging
Relationship of cardiovascular disease risk and hearing loss in a clinical population,Baiduc R.R.,2023,Scientific Reports
Coronary artery disease in a patient with Addison’s disease: a case report and literature review,Zhao R.,2023,BMC Cardiovascular Disorders
Primary care physician beliefs and practices regarding blood pressure measurement: results from BP-CHECK qualitative interviews,Hsu C.,2023,BMC Primary Care
"Sex-specific associations between systolic, diastolic and pulse pressure and hemostatic parameters in the population-based KORA-Fit study: a cross-sectional study",Vogel von Falckenstein J.,2023,Thrombosis Journal
Relationship of liver fat content with systemic metabolism and chronic complications in patients with type 2 diabetes mellitus,Ren W.,2023,Lipids in Health and Disease
Obesity difference on association blood malondialdehyde level and diastolic hypertension in the elderly population: a cross-sectional analysis,Huang Y.,2023,European Journal of Medical Research
Study protocol for the sheMATTERS study (iMproving cArdiovascular healTh in new moThERS): a randomized behavioral trial assessing the effect of a self-efficacy enhancing breastfeeding intervention on postpartum blood pressure and breastfeeding continuation in women with hypertensive disorders of pregnancy,Dayan N.,2023,BMC Pregnancy and Childbirth
Predictors of adverse diastolic remodeling in non-diabetic patients presenting with ST-elevation myocardial infarction,Al Ali L.,2023,BMC Cardiovascular Disorders
"Diagnosis, pathophysiology and preventive strategies for cardiac surgery-associated acute kidney injury: a narrative review",Yu Y.,2023,European Journal of Medical Research
Conscious connected breathing with breath retention intervention in adults with chronic low back pain: protocol for a randomized controlled pilot study,Pratscher S.D.,2023,Pilot and Feasibility Studies
Stress-Sensitive Regulators of Fetal Neurodevelopment in HIV and Preeclampsia: An Immunocytochemical Appraisal of Placental OGT and T4 Levels,Shallie P.D.,2023,Archivum Immunologiae et Therapiae Experimentalis
An unusual collateral from the sinoatrial nodal artery to the left carotid artery in a patient with Takayasu arteritis: a case report,Beijk M.A.,2023,Journal of Medical Case Reports
Using nutrigenomics to guide personalized nutrition supplementation for bolstering immune system,Yang J.,2023,Health Information Science and Systems
Epidemiology of obesity and high blood pressure among school-age children from military families: the largest report from our region,Dormanesh B.,2023,BMC Pediatrics
Emerging precision neoadjuvant systemic therapy for patients with resectable non-small cell lung cancer: current status and perspectives,Godoy L.A.,2023,Biomarker Research
Benefits and barriers of home blood pressure monitoring in pregnancy: perspectives of obstetric doctors from a Ghanaian tertiary hospital,Atluri N.,2023,BMC Pregnancy and Childbirth
The relationship between coping styles and family burden in chronic schizophrenic and bipolar type I patients’ caregivers,Abbaslou T.,2023,"Egyptian Journal of Neurology, Psychiatry and Neurosurgery"
Accumulated hypertension burden on atrial fibrillation risk in diabetes mellitus: a nationwide population study,Choi J.M.,2023,Cardiovascular Diabetology
"Effects of physical training on functional, clinical, morphological, behavioural and psychosocial outcomes in post-COVID-19 infection: COVID-19 and REhabilitation study (CORE-study)—a study protocol for a randomised controlled clinical trial",Delevatti R.S.,2023,Trials
Hyperglycaemia in pregnancy and offspring blood pressure: a systematic review and meta-analysis,Zhang X.,2023,Diabetology and Metabolic Syndrome
Distinct components of cardiovascular health are linked with age-related differences in cognitive abilities,King D.L.O.,2023,Scientific Reports
Features from the photoplethysmogram and the electrocardiogram for estimating changes in blood pressure,Finnegan E.,2023,Scientific Reports
Beneficial effects of Panax notoginseng (Burkill) F. H. Chen flower saponins in rats with metabolic hypertension by inhibiting the activation of the renin–angiotensin–aldosterone system through complement 3,Huang Q.,2023,BMC Complementary Medicine and Therapies
"The effect of bitter almond (Amygdalus communis L. var. Amara) gum as a functional food on metabolic profile, inflammatory markers, and mental health in type 2 diabetes women: a blinded randomized controlled trial protocol",Saati S.,2023,Trials
Music therapy for pain and anxiety in patients after cardiac valve replacement: a randomized controlled clinical trial,Dong Y.,2023,BMC Cardiovascular Disorders
Digital medicine: the next big leap advancing cardiovascular science,Kharlamov A.,2023,BMC Cardiovascular Disorders
Autonomic dysfunction after mild acute ischemic stroke and six months after: a prospective observational cohort study,Damkjær M.,2023,BMC Neurology
Laryngeal mask airway facilitates a safe and smooth emergence from anesthesia in patients undergoing craniotomy: a prospective randomized controlled study,Wei C.F.,2023,BMC Anesthesiology
Association of red blood cells and plasma transfusion versus red blood cell transfusion only with survival for treatment of major traumatic hemorrhage in prehospital setting in England: a multicenter study,Tucker H.,2023,Critical Care
Development and validation of a survival prediction model in elder patients with community-acquired pneumonia: a MIMIC-population-based study,Li N.,2023,BMC Pulmonary Medicine
Transcriptome analysis of mesenteric arterioles changes and its mechanisms in cirrhotic rats with portal hypertension,Wu G.,2023,BMC Genomics
Role of home blood pressure monitoring in resistant hypertension,Kim H.M.,2023,Clinical Hypertension
Intra-abdominal haemorrhage following an endoscopic retrograde cholangiopancreatography-related procedure: A rare complication,Kuno K.,2023,Endoscopy
High intake of dietary phytochemical index may be related to reducing risk of diabetic nephropathy: a case–control study,Bahrampour N.,2023,BMC Nutrition
Increased arterial pressure volume index and cardiovascular risk score in China,Jin L.,2023,BMC Cardiovascular Disorders
Effectiveness of a provider and patient-focused intervention to improve hypertension management and control in the primary health care setting in Cuba: a controlled before-after study,Londoño Agudelo E.,2023,BMC Primary Care
Long-term variability in physiological measures in relation to mortality and epigenetic aging: prospective studies in the USA and China,Chen H.,2023,BMC Medicine
A case report of autoimmune GFAP astrocytopathy presenting with abnormal heart rate variability and blood pressure variability,Wen P.y.,2023,BMC Neurology
Implication of changes in xanthine oxidase activity following hemodialysis,Fujioka H.,2023,BMC Nephrology
Towards an integrated blood pressure self-monitoring solution for stroke/TIA in Ireland: a mixed methods feasibility study for the TASMIN5S IRL randomised controlled trial,Doogue R.,2023,Pilot and Feasibility Studies
Lactate dehydrogenase is associated with flow-mediated dilation in hypertensive patients,Cai X.,2023,Scientific Reports
Intractable hyponatremia complicated by a reset osmostat: a case report,Kamel M.H.,2023,Journal of Medical Case Reports
Discovery of associative patterns between workplace sound level and physiological wellbeing using wearable devices and empirical Bayes modeling,Srinivasan K.,2023,npj Digital Medicine
Impact of glycemic control on biventricular function in patients with type 2 diabetes mellitus: a cardiac magnetic resonance tissue tracking study,Zhu J.,2023,Insights into Imaging
Hypertension contributes to exacerbated osteoarthritis pathophysiology in rats in a sex-dependent manner,Yeater T.D.,2023,Arthritis Research and Therapy
Prediction of pre-hospital blood transfusion in trauma patients based on scoring systems,Plodr M.,2023,BMC Emergency Medicine
Prediction of survival time after terminal extubation: the balance between critical care unit utilization and hospice medicine in the COVID-19 pandemic era,Zheng Y.C.,2023,European Journal of Medical Research
The effect of foetal and early childhood growth on metabolic derangements of Sri Lankan children,Wickramasinghe V.P.,2023,BMC Pediatrics
Mobile APP-assisted family physician program for improving blood pressure outcome in hypertensive patients,Xing F.,2023,BMC Primary Care
Terminal ileitis and cytotoxic lesion of corpus callosum as the presenting features of Multisystem inflammatory syndrome in children (MIS-C): a case report,Davoodi M.,2023,BMC Pediatrics
The association of meal-specific food-based dietary inflammatory index with cardiovascular risk factors and inflammation in a sample of Iranian adults,Mirrafiei A.,2023,BMC Endocrine Disorders
New insights of minimum requirement on legumes (Fabaceae sp.) daily intake in Malaysia,Jaafar M.H.,2023,BMC Nutrition
Joint modeling of longitudinal change of fasting blood sugar and systolic blood pressure with survival time to death among hypertension patients,Erango M.A.,2023,Scientific Reports
"Comparison of hemodynamics during induction of general anesthesia with remimazolam and target-controlled propofol in middle-aged and elderly patients: a single-center, randomized, controlled trial",Sekiguchi R.,2023,BMC Anesthesiology
Clinico-epidemiological profile and risk factors of hypertensive crisis among patients attended at a tertiary care hospital in Somalia,Mohamud M.F.Y.,2023,Scientific Reports
Impaired insulin-stimulated myocardial glucose metabolic rate is associated with reduced estimated myocardial energetic efficiency in subjects with different degrees of glucose tolerance,Succurro E.,2023,Cardiovascular Diabetology
Age-specific distribution of intraocular pressure in elderly Iranian population and its associated factors,Ghanbarnia M.J.,2023,Caspian Journal of Internal Medicine
Impact of medication therapy management (MTM) service model on multi-morbidity (MMD) patients with hypertension: a pilot RCT,Li N.,2023,BMC Geriatrics
Ventilation during continuous compressions or at 30:2 compression-to-ventilation ratio results in similar arterial oxygen and carbon dioxide levels in an experimental model of prolonged cardiac arrest,Kopra J.,2023,Intensive Care Medicine Experimental
Gut microbiome and stages of diabetes in middle-aged adults: CARDIA microbiome study,Hu Y.H.,2023,Nutrition and Metabolism
The effect of blood pressure on mortality following out-of-hospital cardiac arrest: a retrospective cohort study of the United Kingdom Intensive Care National Audit and Research Centre database,McGuigan P.J.,2023,Critical Care
Strength training for arterial hypertension treatment: a systematic review and meta-analysis of randomized clinical trials,Correia R.R.,2023,Scientific Reports
Urinary supersaturation in a Randomized trial among Individuals with Nephrolithiasis comparing Empiric versus selective therapy (URINE): design and rationale of a clinical trial,Hsi R.S.,2023,Urolithiasis
"Dietary energy density, metabolic parameters, and blood pressure in a sample of adults with obesity",Pour-Abbasi M.S.,2023,BMC Endocrine Disorders
Neutrophil-to-lymphocyte ratio (NLR) as a predictive index for liver and coagulation dysfunction in preeclampsia patients,Cui H.X.,2023,BMC Pregnancy and Childbirth
The reliability of patient blood pressure self-assessments – a cross-sectional study,Nessler K.,2023,BMC Primary Care
When Blood Pressure Increases with Standing: Consensus Definition for Diagnosing Orthostatic Hypertension,Jordan J.,2023,Blood pressure
A novel scoring system for early assessment of the risk of the COVID-19-associated mortality in hospitalized patients: COVID-19 BURDEN,Imanieh M.H.,2023,European Journal of Medical Research
Compound lidocaine/prilocaine cream combined with tetracaine prevents cough caused by extubation after general anaesthesia: a randomised controlled trial,Zhang E.,2023,BMC Anesthesiology
Metabolic and cardiovascular responses to continuous and intermittent plank exercises,Huang Z.,2023,"BMC Sports Science, Medicine and Rehabilitation"
"Withdrawal of antihypertensive medication in young to middle-aged adults: a prospective, single-group, intervention study",Lee H.Y.,2023,Clinical Hypertension
"Effects of Qingda granule on patients with grade 1 hypertension at low-medium risk: study protocol for a randomized, controlled, double-blind clinical trial",Long L.z.,2023,Trials
Validation of the Berlin Grading System for moyamoya angiopathy with the use of [<sup>15</sup>O]H<inf>2</inf>O PET,Mertens R.,2023,Neurosurgical Review
Predictive factors for pre-intervention rebleeding in aneurysmal subarachnoid haemorrhage: a systematic review and meta-analysis,Doherty R.J.,2023,Neurosurgical Review
Impaired postural control in diabetes—a predictor of falls?,Rasmussen N.H.h.,2023,Archives of Osteoporosis
Use of electronic health record best practice alerts to improve adherence to American Urological Association vesicoureteral reflux guidelines,Wengryn D.M.,2023,Pediatric Surgery International
Longitudinal Assessment of Preterm Infants Treated with Erythropoiesis Stimulating Agents,Ohls R.K.,2023,Current Pediatric Reviews
Nucleated Red Blood Cell Emergence-Time in Newborn Lambs Following a Dose of Darbepoetin Alfa,Bahr T.M.,2023,Current Pediatric Reviews
Protective Effect of Crocin on Cadmium Induced-Overexpression of Matrix Metalloproteinases (MMPs) Gene Family in Rat Liver,Varnamkhasti F.A.,2023,Current Traditional Medicine
Urinary Sodium Excretion and Salt Intake Are Not Associated With Blood Pressure Variability in a White General Population,Zhou T.L.,2023,Journal of the American Heart Association
Assessment of baroreflex sensitivity during isometric handgrip exercise and oscillatory lower body negative pressure,Banodhe G.K.,2023,Journal of Taibah University Medical Sciences
The Functional Role of the Renin-Angiotensin System in Preeclampsia,Melaku L.,2023,Current Women's Health Reviews
The Prevalence of Maternal and Newborn Morbidity Following a Repeat Cesarean Section: Data From Zagazig University Hospital,Ali A.E.S.,2023,Current Women's Health Reviews
Effect of aerobic exercise on renal fibrosis in rats with chronic renal failure,Peng L.,2023,Chinese Journal of Tissue Engineering Research
Association of sarcopenia and systolic blood pressure with mortality: A 5-year longitudinal study,Yamaguchi R.,2023,Archives of Gerontology and Geriatrics
Multitask deep label distribution learning for blood pressure prediction,Qin K.,2023,Information Fusion
An efficient hybrid LSTM-ANN joint classification-regression model for PPG based blood pressure monitoring,Faris Ali N.,2023,Biomedical Signal Processing and Control
A prediction model for healthcare time-series data with a mixture of deep mixed effect models using Gaussian processes,Hong J.,2023,Biomedical Signal Processing and Control
Noninvasive continuous blood pressure estimation with fewer parameters based on RA-ReliefF feature selection and MPGA-BPN models,Zhang L.,2023,Biomedical Signal Processing and Control
"Nociceptors are needed to guide tooth development, function, repair, and regeneration",Peters S.B.,2023,Neural Regeneration Research
Polysaccharides from the hard shells of Juglans regia L. modulate intestinal function and gut microbiota in vivo,Li X.,2023,Food Chemistry
Healthcare provider's perspectives on home blood pressure management in Peru and Cameroon: Findings from the BPMONITOR study,Al-Rousan T.,2023,Preventive Medicine Reports
"Design of Lung Transplant Go (LTGO): A randomized controlled trial evaluating the efficacy of a telerehabilitation behavioral exercise intervention to improve physical activity, physical function, and blood pressure control after lung transplantation",Vendetti M.L.,2023,Contemporary Clinical Trials Communications
The WeChat platform-based health education improves health outcomes among patients with stable coronary artery disease,Kang G.Y.,2023,Patient Education and Counseling
Fulminant Guillain–Barré syndrome secondary to Campylobacter coli infection: An autopsy case report,Kutsuna F.,2023,eNeurologicalSci
Plasma brain derived neurotrophic factor level as a modifying factor for trans fat intake and hypertension,Harlyjoy B.C.,2023,Clinical Nutrition ESPEN
Evaluation of sufentanil sublingual tablet 30 mcg for perioperative pain management of in-office rhinology procedures,Sikand A.,2023,Otolaryngology Case Reports
Hypertensive retinopathy and cardiovascular disease risk: 6 population-based cohorts meta-analysis,Liew G.,2023,International Journal of Cardiology: Cardiovascular Risk and Prevention
Mediterranean exposotype: Genomic architecture and plant-based dietary metabolites,Ismail A.B.,2023,Clinical Nutrition ESPEN
Comparison of etomidate and methohexital as anesthetic agents for continuation and maintenance electroconvulsive therapy: A retrospective analysis of seizure quality and safety,Millischer V.,2023,Journal of Affective Disorders
The acute effects of diet-induced energy restriction on physical activity energy expenditure and basal metabolic rate in men and women with overweight and obesity,Arcon M.,2023,Human Nutrition and Metabolism
"Preeclampsia is associated with reduced renin, aldosterone, and PlGF levels, and increased sFlt-1/PlGF ratio, and specific angiotensin-converting enzyme Ins-Del gene variants",Zitouni H.,2023,Journal of Reproductive Immunology
