title,authors,year,source
Socioeconomic disparity in the association between fine particulate matter exposure and papillary thyroid cancer,Crepeau P.,2023,Environmental Health: A Global Access Science Source
Influence of COVID-19 on treatment adherence and psychological well-being in a sample of hypertensive patients: a cross-sectional study,Gómez-Escalonilla Lorenzo S.,2023,BMC Psychiatry
"A randomized, double-blind trial comparing the effect of two blood pressure targets on global brain metabolism after out-of-hospital cardiac arrest",Mølstrøm S.,2023,Critical Care
Observation of the therapeutic effect of apatinib in advanced platinum-resistant recurrent epithelial ovarian cancer,Pan Z.,2023,Journal of Ovarian Research
"An unusual association of type II Mayer-Rokitansky-Kuster-Hauser syndrome, turner mosaic syndrome and tubo-ovarian inguinal hernia– case report and review of literature",Mahey R.,2023,Journal of Ovarian Research
Therapeutic plasma exchange in postpartum HELLP syndrome: a case report,Kojima N.,2023,JA Clinical Reports
"Metabolic syndrome and thyroid Cancer: risk, prognosis, and mechanism",Li L.R.,2023,Discover Oncology
Nonrestorative sleep is a risk factor for metabolic syndrome in the general Japanese population,Otsuka Y.,2023,Diabetology and Metabolic Syndrome
A hyperaldosteronism subtypes predictive model using ensemble learning,Karashima S.,2023,Scientific Reports
Association of Early Sports Practice with Cardiovascular Risk Factors in Community-Dwelling Adults: A Retrospective Epidemiological Study,da Silva G.C.R.,2023,Sports Medicine - Open
Electrocardiographic substrates of arrhythmias in patients with end-stage and chronic kidney diseases: a case–control study,Yehia H.,2023,Egyptian Heart Journal
Anesthetic management of a patient with methamphetamine-associated pulmonary arterial hypertension undergoing laparoscopic cholecystectomy,Oshita K.,2023,JA Clinical Reports
Perioptic cerebro-spinal fluid transudation: case report of an unusual finding of optic hydrops in idiopathic intracranial hypertension,Kuroedov D.S.,2023,Egyptian Journal of Radiology and Nuclear Medicine
Hemodynamic responses to 1 MAC desflurane inhalation during anesthesia induction with propofol bolus and remifentanil continuous infusion: a prospective randomized single-blind clinical investigation,Lee J.W.,2023,BMC Anesthesiology
Psychopathological network for early-onset post-stroke depression symptoms,Pan C.,2023,BMC Psychiatry
Effects of trastuzumab and trastuzumab emtansine on corrected QT interval and left ventricular ejection fraction in patients with metastatic (HER2+) breast cancer,Levicki R.,2023,Egyptian Heart Journal
Fok I and Bsm I gene polymorphism of vitamin D receptor and essential hypertension: a mechanistic link,Awasthi R.,2023,Clinical Hypertension
"The effect of DASH diet on glycemic response, meta-inflammation and serum LPS in obese patients with NAFLD: a double-blind controlled randomized clinical trial",Rooholahzadegan F.,2023,Nutrition and Metabolism
"The promising role of bacteriophage therapy in managing total hip and knee arthroplasty related periprosthetic joint infection, a systematic review",Khalifa A.A.,2023,Journal of Experimental Orthopaedics
ER ribosomal-binding protein 1 regulates blood pressure and potassium homeostasis by modulating intracellular renin trafficking,Chiu C.H.,2023,Journal of Biomedical Science
Impact of health literacy and social support on medication adherence in patients with hypertension: a cross-sectional community-based study,Guo A.,2023,BMC Cardiovascular Disorders
Effect of surgical pleth index-guided remifentanil administration on perioperative outcomes in elderly patients: a prospective randomized controlled trial,Won Y.J.,2023,BMC Anesthesiology
Effect of vitamin D supplementation versus placebo on recovery delay among COVID-19 Tunisian patients: a randomized-controlled clinical trial,Abroug H.,2023,Trials
Dietary approaches to stop hypertension (DASH)-style diet in association with gastroesophageal reflux disease in adolescents,Beigrezaei S.,2023,BMC Public Health
Awareness and diagnosis for intra-abdominal hypertension (IAH) and abdominal compartment syndrome (ACS) in neonatal (NICU) and pediatric intensive care units (PICU) – a follow-up multicenter survey,Wiegandt P.,2023,BMC Pediatrics
"Thrombocytopenia, anasarca, and renal insufficiency as severe and rare complications of Hodgkin lymphoma: a case report",Kikuchi T.,2023,Journal of Medical Case Reports
"BRAF v600E–mutant cancers treated with vemurafenib alone or in combination with everolimus, sorafenib, or crizotinib or with paclitaxel and carboplatin (VEM-PLUS) study",Nelson B.E.,2023,npj Precision Oncology
Burden of chronic kidney diseases and underlying causes in Zambia: evidence from the global burden of disease study 2019,Bosomprah S.,2023,BMC Nephrology
Very low-calorie ketogenic diet (VLCKD): an antihypertensive nutritional approach,Barrea L.,2023,Journal of Translational Medicine
Surgical management of extrahepatic portal vein obstruction in children: advantages of MesoRex shunt compared with distal splenorenal shunt,Khamag O.,2023,Pediatric Surgery International
"Maternal hypertensive disorders during pregnancy and the risk of offspring diabetes mellitus in childhood, adolescence, and early adulthood: a nationwide population-based cohort study",Yang L.,2023,BMC Medicine
Phenylacetyl glutamine: a novel biomarker for stroke recurrence warning,Ma L.,2023,BMC Neurology
Pitfalls in the diagnosis and treatment of a hypertensive patient with unilateral primary aldosteronism and contralateral pheochromocytoma: a case report,Miyamoto S.,2023,BMC Endocrine Disorders
Variety and quantity of dietary insoluble fiber intake from different sources and risk of new-onset hypertension,Ye Z.,2023,BMC Medicine
Triglyceride-glucose index and triglyceride to high-density lipoprotein cholesterol ratio as potential cardiovascular disease risk factors: an analysis of UK biobank data,Che B.,2023,Cardiovascular Diabetology
Pre-eclampsia,Dimitriadis E.,2023,Nature Reviews Disease Primers
Alveolar capillary dysplasia with misalignment of pulmonary veins in a premature newborn: the role of lung ultrasound,Atun M.L.,2023,Ultrasound Journal
"The prevalence of left ventricular hypertrophy associated with type-2 diabetes in Shiraz, Iran: a cross-sectional study",Parsa N.,2023,BMC Cardiovascular Disorders
Absence of fluctuation and inverted circadian rhythm of blood pressure increase the risk of cognitive dysfunction in cerebral small vessel disease patients,Xu Y.,2023,BMC Neurology
Factors influencing the progression from prehypertension to hypertension among Chinese middle-aged and older adults: a 2-year longitudinal study,Li Z.,2023,BMC Public Health
"Anti-DEspR antibody treatment improves survival and reduces neurologic deficits in a hypertensive, spontaneous intracerebral hemorrhage (hsICH) rat model",Herrera V.L.M.,2023,Scientific Reports
"Echocardiographic parameters in French Bulldogs, Pugs and Boston Terriers with brachycephalic obstructive airways syndrome",Brložnik M.,2023,BMC Veterinary Research
Application of a physiologically based pharmacokinetic model in predicting captopril disposition in children with chronic kidney disease,Khalid S.,2023,Scientific Reports
Putting non-communicable disease data to work in Vietnam: an investigation of community health surveillance capacity,Nguyen T.N.T.,2023,BMC Public Health
A West Nile Virus infection expressed as unilateral limb paralysis and complicated by Parsonage–Turner syndrome: a case report,Scarciglia A.,2023,Journal of Medical Case Reports
The effect of combining therapeutic drug monitoring of antihypertensive drugs with personalised feedback on adherence and resistant hypertension: the (RHYME-RCT) trial protocol of a multi-centre randomised controlled trial,Peeters L.E.J.,2023,BMC Cardiovascular Disorders
Minimum heart rate and mortality after cardiac surgery: retrospective analysis of the Multi-parameter Intelligent Monitoring in Intensive Care (MIMIC-III) database,Luo C.,2023,Scientific Reports
"Age-specific effects on adverse pregnancy outcomes vary by maternal characteristics: a population-based retrospective study in Xiamen, China",Huang C.,2023,BMC Public Health
The 2022 focused update of the 2018 Korean Hypertension Society Guidelines for the management of hypertension,Kim H.L.,2023,Clinical Hypertension
Tracheal reconstruction surgery for congenital tracheal stenosis,Tanh N.T.V.,2023,Pediatric Surgery International
"Anxiety prevalence and its association with physical activity in patients with non-communicable diseases during COVID-19 lockdown: a cross-sectional study in Shanghai, China",Li Y.,2023,BMC Public Health
The association of dietary approaches to stop hypertension (DASH) with the odds of diabetic nephropathy and metabolic markers in women: a case–control study,Mirzababaei A.,2023,BMC Women's Health
"Prevalence, awareness, treatment, and control of hypertension and their risk factors in Shaanxi Province in 2004–18",Wang W.,2023,Scientific Reports
Positive correlation between hypertensive retinopathy and albuminuria in hypertensive adults,Li J.,2023,BMC Ophthalmology
Contemporary aetiology of acute heart failure in a teaching hospital in Ghana,Agyekum F.,2023,BMC Cardiovascular Disorders
Effect of multidisciplinary team (MDT) centred on pregnant women with pulmonary hypertension on treatment and outcomes of pregnancy,Chen W.,2023,BMC Pulmonary Medicine
"Prevalence and clustering of cardiovascular risk factors among resident of coastal areas in Qinzhou, Guangxi, China",He F.,2023,Journal of Cardiothoracic Surgery
Eclampsia with hypothyroidism complicated with posterior reversible encephalopathy syndrome–a case report,Yin X.,2023,BMC Neurology
Morinda officinalis oligosaccharides mitigate depression-like behaviors in hypertension rats by regulating Mfn2-mediated mitophagy,Yang L.,2023,Journal of Neuroinflammation
Myocardial injury after major non-cardiac surgery evaluated with advanced cardiac imaging: a pilot study,Álvarez-Garcia J.,2023,BMC Cardiovascular Disorders
Bile acid predicts congenital portosystemic venous shunt in patients with pulmonary arterial hypertension,Li Y.,2023,European Journal of Medical Research
Mechanism of arterial injury exacerbated by hyperhomocysteinemia in spontaneously hypertensive rats,Zhang L.,2023,Scientific Reports
Decision makers perceptions and experiences of developing population-level interventions targeting risk factors for hypertension and diabetes in South Africa: a qualitative study,Hendricks L.,2023,BMC Health Services Research
Validation of 4D flow cardiovascular magnetic resonance in TIPS stent grafts using a 3D-printed flow phantom,Riedel C.,2023,Journal of Cardiovascular Magnetic Resonance
"Diverse associations between adiposity and blood pressure among 80,000 multi-ethnic Chinese adults",Chen J.,2023,BMC Public Health
Performance of spleen stiffness measurement by 2D-shear wave elastography in evaluating the presence of high-risk varices: comparative analysis of idiopathic portal hypertension versus hepatitis B virus,Zhou H.,2023,BMC Medical Imaging
"Obesity and risk for its comorbidities diabetes, hypertension, and dyslipidemia in Japanese individuals aged 65 years",Yamada T.,2023,Scientific Reports
Subclinical atherosclerosis burden in non-diabetic hypertensives treated in primary care center: the IMTABI study,Ramírez-Torres J.M.,2023,BMC Primary Care
Construction and validation of CAPSES scale as a composite indicator of SES for health research: an application to modeling social determinants of cardiovascular diseases,Asadi-Lari M.,2023,BMC Public Health
"Perceptions, barriers and enablers of salt reduction in Malaysian out-of-home sectors (MySaltOH): from the point of view of policy-makers and food industries",Harun Z.,2023,Health Research Policy and Systems
Predictors of pulmonary hypertension in patients with hypersensitivity pneumonitis,Elnady M.A.,2023,BMC Pulmonary Medicine
Higher anxiety and perceived trauma among COVID-19 patients: a prospective comparative study,Kordi A.,2023,BMC Psychiatry
Be aware of non-specific presentation of pulmonary embolism: a case report,Li H.,2023,BMC Cardiovascular Disorders
Renal nerve stimulation identifies renal innervation and optimizes the strategy for renal denervation in canine,Liu H.,2023,Journal of Translational Medicine
Assessment of residual gastric volume using point-of-care ultrasonography in adult patients who underwent elective surgery,Chaitra T.S.,2023,Ultrasound Journal
N-terminal pro–B-type natriuretic peptide levels in normotensive and hypertensive dogs with myxomatous mitral valve disease stage B,Jang I.S.,2023,Irish Veterinary Journal
Fatal multiple organ dysfunction caused by commensal bacteria of urogenital tract infection in adult lung transplant recipients: two case reports,Tian M.,2023,Virology Journal
"Prediction of pre-eclampsia at St. Mary's hospital lacor, a low-resource setting in northern Uganda, a prospective cohort study",Awor S.,2023,BMC Pregnancy and Childbirth
Transarterial chemoembolization with PD-(L)1 inhibitors plus molecular targeted therapies for hepatocellular carcinoma (CHANCE001),Zhu H.D.,2023,Signal Transduction and Targeted Therapy
Nitrate-rich beet juice intake on cardiovascular performance in response to exercise in postmenopausal women with arterial hypertension: study protocol for a randomized controlled trial,Benjamim C.J.R.,2023,Trials
Using a patient-centred composite endpoint in a secondary analysis of the Control of Hypertension in Pregnancy Study (CHIPS) Trial,Metcalfe R.K.,2023,Trials
Risk factors combine in a complex manner in assessment for macrosomia,Wang Y.W.,2023,BMC Public Health
"Chronic anemia complicated by cardiac failure, pulmonary hypertension, and pericardial effusion: a case report",Yousaf M.,2023,Journal of Medical Case Reports
Endovascular treatment of aorto-iliac occlusive disease with TASC II C and D lesions: 10 year’s experience of clinical technique,Dong X.,2023,BMC Cardiovascular Disorders
Association of intellectual disability with overall and type-specific cardiovascular diseases: a population-based cohort study in Denmark,Wang H.,2023,BMC Medicine
The double-balloon technique: a safe and effective adjunctive technique in patients undergoing arterial therapy for hepatic malignancies with vascular supply not amenable to selective administration,Tanaka M.,2023,CVIR Endovascular
Impact of hybrid procedure on pulmonary arterial dimensions and right ventricular load after biventricular repair,Uhl S.,2023,Journal of Cardiothoracic Surgery
Effectiveness of systemic thrombolysis on clinical outcomes in high-risk pulmonary embolism patients with venoarterial extracorporeal membrane oxygenation: a nationwide inpatient database study,Nishimoto Y.,2023,Journal of Intensive Care
"A novel inflammatory biomarker, high-sensitivity C-reactive protein-to-albumin ratio, is associated with 5-year outcomes in patients with type 2 diabetes who undergo percutaneous coronary intervention",Li J.,2023,Diabetology and Metabolic Syndrome
The role of artificial intelligence in the treatment of obstructive sleep apnea,Brennan H.L.,2023,Journal of Otolaryngology - Head and Neck Surgery
Impact of free maternity services on outcomes related to hypertensive disorders of pregnancy at Moi Teaching and Referral Hospital in Kenya: a retrospective analysis,Buitendyk M.,2023,BMC Pregnancy and Childbirth
The clustering of physical health conditions and associations with co-occurring mental health problems and problematic alcohol use: a cross-sectional study,Gomez K.U.,2023,BMC Psychiatry
Association between sleep duration and metabolic syndrome: linear and nonlinear Mendelian randomization analyses,Liang Y.Y.,2023,Journal of Translational Medicine
Prognostic value of cardiovascular magnetic resonance T1 mapping and extracellular volume fraction in nonischemic dilated cardiomyopathy,Cadour F.,2023,Journal of Cardiovascular Magnetic Resonance
Obstetric and perinatal outcomes following frozen and fresh embryo transfer in patients with endometrial hyperplasia and carcinoma: a retrospective study in a high-volume reproductive center,Zong X.,2023,BMC Pregnancy and Childbirth
A high Diabetes Risk Reduction Score (DRRS) is associated with a better cardio-metabolic profile among obese individuals,Siri G.,2023,BMC Endocrine Disorders
Gallbladder disease is associated with the risk of cardiovascular disease among Uyghurs in Xinjiang: a prospective cohort study,Bai R.,2023,BMC Public Health
A case report and literature review of Carney complex with atrial adenomyxoma,Xu J.,2023,BMC Endocrine Disorders
"The association among uric acid, microalbumin and estimated glomerular filtration rate in hypertensive patients: a case control study",Chou H.,2023,BMC Cardiovascular Disorders
Association between cannabis use and blood pressure levels according to comorbidities and socioeconomic status,Vallée A.,2023,Scientific Reports
Epidemiology and comorbidities in idiopathic pulmonary fibrosis: a nationwide cohort study,Lee J.H.,2023,BMC Pulmonary Medicine
Systematic review of the effect of caffeine therapy effect on cardiometabolic markers in rat models of the metabolic syndrome,Alhadi I.A.,2023,BMC Endocrine Disorders
Ultrasonographic measurement of the optic nerve sheath diameter to detect intracranial hypertension: an observational study,Yic C.D.,2023,Ultrasound Journal
Gorham-Stout disease affecting the spine with cerebrospinal fluid leakage and Chiari-like tonsillar herniation: a rare case report and review of literature,Xing Q.q.,2023,BMC Neurology
Clinical significance of the hemodynamic gain index in patients undergoing exercise stress testing and coronary computed tomography angiography,Mansour M.J.,2023,BMC Cardiovascular Disorders
The mechanism and therapy of aortic aneurysms,Gao J.,2023,Signal Transduction and Targeted Therapy
"Hypertension self-care practice and its associated factors in Bale Zone, Southeast Ethiopia: A multi-center cross-sectional study",Tebelu D.T.,2023,Journal of Pharmaceutical Policy and Practice
Effect of postoperative utilization of somatostatin on clinical outcome after definitive surgery for duodenal fistula,Tian W.,2023,European Journal of Medical Research
Cardiac and obstetric outcomes of pregnancies for women after cardiotoxic therapy in childhood: a single center observational study,Heemelaar J.C.,2023,BMC Cancer
Clinical outcomes in COVID-19 among patients with hypertension in the Philippine CORONA Study,Espiritu A.I.,2023,European Journal of Medical Research
Aspirin 75 mg to prevent preeclampsia in high-risk pregnancies: a retrospective real-world study in China,Xiao Y.,2023,European Journal of Medical Research
Comparing socio-economic inequalities in self-reported and undiagnosed hypertension among adults 45 years and over in India: what explains these inequalities?,Bhatia M.,2023,International Journal for Equity in Health
Vascular and pulmonary effects of ibuprofen on neonatal lung development,Chen X.,2023,Respiratory Research
Perinatal characteristics and neonatal outcomes of singletons and twins in Chinese very preterm infants: a cohort study,Yang M.,2023,BMC Pregnancy and Childbirth
Oxygenated hemoglobin as prognostic marker among patients with systemic sclerosis screened for pulmonary hypertension,Xanthouli P.,2023,Scientific Reports
Prevalence of early and late menopause and its determinants in Rafsanjan cohort study,Vatankhah H.,2023,Scientific Reports
Angiographic patterns of portal venous system in children with extrahepatic portal hypertension and its etiological and clinical relevance,Yuldashev R.Z.,2023,Pediatric Surgery International
Real-world systemic sequential therapy with regorafenib for recurrent hepatocellular carcinoma: analysis of 93 cases from a single center,Zhu Q.,2023,BMC Gastroenterology
The effect of obesity on chronic diseases in USA: a flexible copula approach,Dettoni R.,2023,Scientific Reports
Pathways linking relative deprivation to blood pressure control: the mediating role of depression and medication adherence among Chinese middle-aged and older hypertensive patients,Qin W.,2023,BMC Geriatrics
"Association between overweight, obesity, and quality of life of patients receiving an anticancer treatment for prostate cancer: a systematic literature review",Depotte L.,2023,Health and Quality of Life Outcomes
"Glutamate dehydrogenase hyperinsulinism: mechanisms, diagnosis, and treatment",Zeng Q.,2023,Orphanet Journal of Rare Diseases
The association between carbon and nitrogen stable isotope ratios of human hair and hypertension,Ahn S.V.,2023,Clinical Hypertension
Comparative transcription profiling of mRNA and lncRNA in pulmonary arterial hypertension after C75 treatment,Hou C.,2023,BMC Pulmonary Medicine
Penile gangrene due to improper application of a condom catheter: a case report,Chaker K.,2023,Journal of Medical Case Reports
Incidence and risk of hypertension associated with PARP inhibitors in cancer patients: a systematic review and meta-analysis,Chen X.,2023,BMC Cancer
Enzalutamide induced non-ischemic cardiomyopathy. A case report and review of literature on anti-androgen therapy-related cardiovascular events,Kumar A.,2023,Cardio-Oncology
Characteristics and outcomes of neonates with intrapartum asphyxia managed with therapeutic hypothermia in a public tertiary hospital in South Africa,Nakwa F.L.,2023,BMC Pediatrics
Relationship of cardiovascular disease risk and hearing loss in a clinical population,Baiduc R.R.,2023,Scientific Reports
Effects of dexmedetomidine on evoked potentials in spinal surgery under combined intravenous inhalation anesthesia: a randomized controlled trial,Jiang X.,2023,BMC Anesthesiology
