title,authors,year,source
Generalised tonic-clonic seizures on the subtherapeutic dose of olanzapine,Mansoor M.,2019,BMJ Case Reports
It could be in the kidneys: Fibromuscular dysplasia and the association with headaches and mood disorders,Verghese D.,2019,BMJ Case Reports
Perceived burden in dealing with different rare diseases: A qualitative focus group study,Uhlenbusch N.,2019,BMJ Open
Advances in research of spontaneous splenorenal shunt in patients with liver cirrhosis,Yi F.F.,2019,World Chinese Journal of Digestology
Value of virtual touch tissue quantification in evaluating therapeutic effects of transjugular intrahepatic portosystemic stent shunt,Zhang D.,2019,World Chinese Journal of Digestology
Correlation between blood pressure and level of catecholamine in children with obstructive sleep apnea hypopnea syndrome,Chen S.M.,2019,Journal of Shanghai Jiaotong University (Medical Science)
Associations between GUCY1A3 genetic polymorphisms and large artery atherosclerotic stroke risk in Chinese Han population: A case-control study,Li J.l.,2019,Lipids in Health and Disease
Retrospective cohort study of trifluridine/tipiracil (TAS-102) plus bevacizumab versus trifluridine/tipiracil monotherapy for metastatic colorectal cancer,Kotani D.,2019,BMC Cancer
"Polyneuropathy, organomegaly, endocrinopathy, monoclonal band, and skin (POEMS) changes syndrome presenting with a pseudosensory level: A case report",Paranavitane S.,2019,Journal of Medical Case Reports
Microvascular decompression for the treatment of neurogenic hypertension with trigeminal neuralgia,Lu W.,2019,BMC Neurology
The association of metabolic syndrome components and chronic kidney disease in patients with hypertension,Xie K.,2019,Lipids in Health and Disease
Analyzing brain structural differences associated with categories of blood pressure in adults using empirical kernel mapping-based kernel ELM+,Yu X.,2019,BioMedical Engineering Online
Toxicity and response after CD19-specific CAR T-cell therapy in pediatric/young adult relapsed/refractory B-ALL,Curran K.J.,2019,Blood
"Effects of intermittent fasting on health, aging, and disease",De Cabo R.,2019,New England Journal of Medicine
Gallbladder hemorrhage during orally administered edoxaban therapy: A case report,Itagaki H.,2019,Journal of Medical Case Reports
Cabazitaxel versus abiraterone or enzalutamide in metastatic prostate cancer,De Wit R.,2019,New England Journal of Medicine
Effect of electroacupuncture on renal fibrosis in spontaneously hypertension rats and its related mechanisms,Yang S.Z.,2019,Zhen ci yan jiu = Acupuncture research
Prevalence characters of peripheral artery disease and associated factors among Beijing residents aged equal and above 35 years old,Zhao Q.,2019,Chinese Journal of Cardiology
The role of dual-source computed tomography angiography in evaluating the aortic arch vessels in acute type a aortic dissection: A retrospective study of 42 patients,Huang F.,2019,Medical Science Monitor
Chili Pepper Consumption and Cardiovascular Mortality,Spence J.D.,2019,Journal of the American College of Cardiology
Chili Pepper Consumption and Mortality in Italian Adults,Bonaccio M.,2019,Journal of the American College of Cardiology
Association of Premature Natural and Surgical Menopause with Incident Cardiovascular Disease,Honigberg M.C.,2019,JAMA - Journal of the American Medical Association
Knowledge about high blood pressure among hypertensive individuals in a family health unit,Ramos C.L.B.,2019,Revista de Enfermagem Referencia
An Oral Myiasis Case Caused by Diptera (Calliphoridae) Larvae in Turkey,Taş Cengiz Z.,2019,Turkiye parazitolojii dergisi
Predictive factors for sleep apnoea in patients on opioids for chronic pain,Chung F.,2019,BMJ Open Respiratory Research
