title,authors,year,source
Effects of high-flow nasal cannula with oxygen on self-paced exercise performance in COPD: A randomized cross-over trial,Chao K.Y.,2021,Medicine (United States)
Fatal fat embolism syndrome during posterior spinal fusion surgery A case report and literature review,Morimoto T.,2021,Medicine (United States)
Perioperative analgesia with ultrasound-guided quadratus lumborum block for transurethral resection of prostate,Wang H.,2021,Medicine (United States)
Postoperative hypoalbuminemia is an independent predictor of 1-year mortality after surgery for geriatric intertrochanteric femoral fracture: A retrospective cohort study,Choi S.U.,2021,Medicine (United States)
Relationships Between Cardiovascular Autonomic Profile and Work Ability in Patients With Pure Autonomic Failure,Zamunér A.R.,2021,Frontiers in Human Neuroscience
Gastrointestinal discomfort and hypotension in a patient with Reutealis trisperma seeds intoxication: A case report,Chang P.M.,2021,Medicine (United States)
Reversible severe tricuspid regurgitation associated with Graves' disease: A case report,Lee J.Y.,2021,Medicine (United States)
Salt Substitute and Cardiovascular Events and Death,Graudal N.,2021,New England Journal of Medicine
Nasal Polyposis and Its Association with Cardiac Functions,Dhiman S.,2021,Medical Principles and Practice
The Effect of Transoral Endoscopic Thyroidectomy Vestibular Approach on Regional Cerebral Oxygen Saturation: A Prospective Observational Study,Ozyurt E.,2021,"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques"
"Hypertension and cognitive dysfunction: a review of mechanisms, life-course observational studies and clinical trial results",Mahinrad S.,2021,Reviews in Cardiovascular Medicine
Relationship between Lipoprotein(a) and cardiovascular risk factors—data from 4602 participants of the ELITE study,Schrader B.,2021,Reviews in Cardiovascular Medicine
"Effects of aerobic, resistance, and combined exercise on metabolic syndrome parameters and cardiovascular risk factors: a systematic review and network meta-analysis",Liang M.,2021,Reviews in Cardiovascular Medicine
Determinants of exercise adherence and maintenance among patients with hypertension: a narrative review,Lopes S.,2021,Reviews in Cardiovascular Medicine
Arterial stiffening in hypertension: is it just high blood pressure?,Brosolo G.,2021,Reviews in Cardiovascular Medicine
Spousal Concordance of Cardiovascular Risk Factors in Newly Married Couples in China,Retnakaran R.,2021,JAMA Network Open
Baroreflex Failure after Anterior Cervical Discectomy and Fusion: A Case Report,Kulkarni A.G.,2021,JBJS Case Connector
Post-exercise Hypotension in Patients With Coronary Artery Disease,Iellamo F.,2021,Frontiers in Physiology
"Correlation between blood pressure, cardiovascular risk and glucose status?",Simon A.,2021,Diabetologie und Stoffwechsel
Angiotensin-Converting Enzyme 2 (ACE2) in the Pathogenesis of ARDS in COVID-19,Kuba K.,2021,Frontiers in Immunology
Cardiovascular dysautonomia and cognition in Parkinson’s Disease — a possible relationship,Kwaśniak-Butowska M.,2021,Neurologia i Neurochirurgia Polska
Electroencephalogram-derived pain index for evaluating pain during labor,Sun L.,2021,PeerJ
The Effect of Laparoscopic Sleeve Gastrectomy Applications on Coagulation in Morbidly Obese Patients: Clinical Research,Demiroluk Ö.,2021,Turkiye Klinikleri Journal of Medical Sciences
Comparison of the Effects of Positive End-Expiratory Pressure and Recruitment Manoeuvre Applied in Laparoscopic Surgeries on Respiratory Mechanics and Arterial Oxygenation: Randomized Clinical Trial,Demiroluk Ö.,2021,Turkiye Klinikleri Journal of Medical Sciences
Quadruple combination of quarter doses of blood pressure-lowering agents: A string QUARTET in the symphony of hypertension management?,Volpe M.,2021,European Heart Journal
"Angiotensin-Converting Enzyme Inhibitors, Angiotensin II Receptor Blockers, and Outcomes in Patients Hospitalized for COVID-19",Pan M.,2021,Journal of the American Heart Association
Effects of a Low-Salt and High-Potassium Diet on Arterial Stiffness and Left Ventricular Function in Indigenous Papuans,Ishida A.,2021,Journal of the American Heart Association
Pulmonary Hypertension Is Associated With Systemic Arterial Hypertension Among Patients With Normal Left Ventricular Diastolic Function,Itelman E.,2021,Journal of the American Heart Association
"COVID-19, Social Determinants of Health, and Opportunities for Preventing Cardiovascular Disease: A Conceptual Framework",Russo R.G.,2021,Journal of the American Heart Association
Cardiovascular Effects of Autologous Bone Marrow– Derived Mesenchymal Stromal Cell Therapy With Early Tacrolimus Withdrawal in Renal Transplant Recipients: An Analysis of the Randomized TRITON Study,Meucci M.C.,2021,Journal of the American Heart Association
Absolute Cardiovascular Disease Risk Assessed in Old Age Predicts Disability and Mortality: A Retrospective Cohort Study of Community-Dwelling Older Adults,Makino K.,2021,Journal of the American Heart Association
Historical redlining and cardiovascular health: The Multi-Ethnic Study of Atherosclerosis,Mujahid M.S.,2021,Proceedings of the National Academy of Sciences of the United States of America
Acute Heart Failure After Reperfused Ischemic Stroke: Association With Systemic and Cardiac Inflammatory Responses,Vornholz L.,2021,Frontiers in Physiology
Levels of Adherence of an Exercise Referral Scheme in Primary Health Care: Effects on Clinical and Anthropometric Variables and Depressive Symptoms of Hypertensive Patients,Gallegos-Carrillo K.,2021,Frontiers in Physiology
Key Phytochemicals and Biological Functions of Chuanxiong Rhizoma Against Ischemic Stroke: A Network Pharmacology and Experimental Assessment,Zeng P.,2021,Frontiers in Pharmacology
"The Placental Innate Immune System Is Altered in Early-Onset Preeclampsia, but Not in Late-Onset Preeclampsia",Broekhuizen M.,2021,Frontiers in Immunology
"Genetic Contributors of Incident Stroke in 10,700 African Americans With Hypertension: A Meta-Analysis From the Genetics of Hypertension Associated Treatments and Reasons for Geographic and Racial Differences in Stroke Studies",Armstrong N.D.,2021,Frontiers in Genetics
MAP Kinase Phosphatase-5 Deficiency Protects Against Pressure Overload-Induced Cardiac Fibrosis,Zhong C.,2021,Frontiers in Immunology
Effects of strawberries on bone biomarkers in pre- And stage 1-hypertensive postmenopausal women: A secondary analysis,Feresin R.G.,2021,Food and Function
MUFA in metabolic syndrome and associated risk factors: Is MUFA the opposite side of the PUFA coin?,Sheashea M.,2021,Food and Function
Mathematical modelling of haemorrhagic transformation after ischaemic stroke,Wang J.,2021,Journal of Theoretical Biology
The effect of intravenous ferric carboxymaltose on cardiac reverse remodelling following cardiac resynchronization therapy-the IRON-CRT trial,Martens P.,2021,European Heart Journal
Research progress of cirrhotic portal hypertension in diagnostic imaging methods,Li J.K.,2021,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology
"Haemodynamic effects of a prehospital emergency anaesthesia protocol consisting of fentanyl, ketamine and rocuronium in patients with trauma: A retrospective analysis of data from a Helicopter Emergency Medical Service",Ter Avest E.,2021,BMJ Open
The Use of Different Components of Brain Oxygenation for the Assessment of Cerebral Haemodynamics: A Prospective Observational Study on COVID-19 Patients,Robba C.,2021,Frontiers in Neurology
Evaluation of the insertion parameters and complications of the i-gel plus airway device for maintaining patent airway during planned procedures under general anaesthesia: A protocol for a prospective multicentre cohort study,Klementova O.,2021,BMJ Open
"Reperfusion strategy and in-hospital outcomes for ST elevation myocardial infarction in secondary and tertiary hospitals in predominantly rural central China: A multicentre, prospective and observational study",Zhang Y.,2021,BMJ Open
Early Vascular Aging in Children With Type 1 Diabetes and Ambulatory Normotension,Šuláková T.,2021,Frontiers in Pediatrics
Do deaths from road traffic injuries follow a classical trimodal pattern in North West Ethiopia? A hospital-based prospective cohort study,Denu Z.A.,2021,BMJ Open
Trajectory Analysis of Orthostatic Hypotension in Parkinson’s Disease: Results From Parkinson’s Progression Markers Initiative Cohort,Chen K.,2021,Frontiers in Aging Neuroscience
The Differential Effects of Propylthiouracil and Methimazole as Graves’ Disease Treatment on Vascular Atherosclerosis Markers: A Randomized Clinical Trial,Wisnu W.,2021,Frontiers in Endocrinology
Sodium-Glucose Cotransporter 2 Inhibitors Mechanisms of Action: A Review,Fonseca-Correa J.I.,2021,Frontiers in Medicine
High-Salt Attenuates the Efficacy of Dapagliflozin in Tubular Protection by Impairing Fatty Acid Metabolism in Diabetic Kidney Disease,Zou M.,2021,Frontiers in Pharmacology
Retinal Microvascular Reactivity in Chronic Cigarette Smokers and Non-smokers: An Observational Cross-Sectional Study,Xu H.,2021,Frontiers in Medicine
Identification of NF1 Frameshift Variants in Two Chinese Families With Neurofibromatosis Type 1 and Early-Onset Hypertension,Lu Y.T.,2021,Frontiers in Pediatrics
"Salt Sensitivity of Blood Pressure in Blacks and Women: A Role of Inflammation, Oxidative Stress, and Epithelial Na<sup>+</sup>Channel",Sahinoz M.,2021,Antioxidants and Redox Signaling
Brain Areas Involved in Modulating the Immune Response Participating in Hypertension and Its Target Organ Damage,Perrotta M.,2021,Antioxidants and Redox Signaling
"Morphological and functional characterization of diabetic cardiomyopathy in db/db mice following exercise, metformin alone, or combination treatments",Lu J.,2021,Biochemical and Biophysical Research Communications
Predicting prolonged length of intensive care unit stay via machine learning,Wu J.Y.,2021,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
Effect of different shunt strategies on cerebral infarction after carotid endarterectomy,Bai P.,2021,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences
Lumped parameter model of the cardiovascular system with baroreflex,Rubtsova E.,2021,Journal of Physics: Conference Series
The application effect of internet technology on managing patients with hypertension in a medical center A prospective case–control study,Yin B.D.,2021,Medicine (United States)
"Beneficial effects of Aloe ferox on lipid profile, blood pressure, and glycemic control in obese persons A CONSORT-clinical study",Gherbon A.,2021,Medicine (United States)
High Dose Steroids as First-Line Treatment Increased the Risk of In-Hospital Infections in Patients With Anti-NMDAR Encephalitis,Wang J.,2021,Frontiers in Immunology
Brainstem Abnormalities in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome: A Scoping Review and Evaluation of Magnetic Resonance Imaging Findings,Nelson T.,2021,Frontiers in Neurology
A Common R219K Variant of ATP-Binding Cassette Transporter A1 Gene Alters Atherometabolic Traits in Pregnant Women With Gestational Diabetes Mellitus,Tang F.,2021,Frontiers in Endocrinology
Intermittent Fasting and Obesity-Related Health Outcomes: An Umbrella Review of Meta-analyses of Randomized Clinical Trials,Patikorn C.,2021,JAMA Network Open
Cigarette Smoking Increases the Risk of Type 2 Diabetes Mellitus in Patients with Non-Alcoholic Fatty Liver Disease: A Population-Based Cohort Study,Liu C.,2021,Experimental and Clinical Endocrinology and Diabetes
The effect of age and sex on factors associated with dementia,Fages-Masmiquel E.,2021,Revista de Neurologia
Agmatine Improves Olfactory and Cognitive Deficits in Spontaneously Hypertensive Rats (SHR): An Animal Model of Attention Deficit Hyperactivity Disorder (ADHD),França A.P.,2021,Behavioral Neuroscience
"Follow-Up of Blood Pressure, Arterial Stiffness, and GFR in Pediatric Kidney Transplant Recipients",Végh A.,2021,Frontiers in Medicine
Cross-Talk Between Large Artery Stiffness and Retinal Microvasculature in Children: The ExAMIN Youth SA Study,Breet Y.,2021,Frontiers in Pediatrics
Peripheral Blood Mitochondrial DNA Levels Were Modulated by SARS-CoV-2 Infection Severity and Its Lessening Was Associated With Mortality Among Hospitalized Patients With COVID-19,Valdés-Aguayo J.J.,2021,Frontiers in Cellular and Infection Microbiology
"Mechanical, Cardiorespiratory, and Muscular Oxygenation Responses to Sprint Interval Exercises Under Different Hypoxic Conditions in Healthy Moderately Trained Men",Solsona R.,2021,Frontiers in Physiology
Effect of Values Affirmation on Reducing Racial Differences in Adherence to Hypertension Medication: The HYVALUE Randomized Clinical Trial,Daugherty S.L.,2021,JAMA Network Open
"Impact of Dietary Restriction Regimens on Mitochondria, Heart, and Endothelial Function: A Brief Overview",Savencu C.E.,2021,Frontiers in Physiology
Nuchal Skinfold Thickness in Pediatric Brain Tumor Patients,Peng J.,2021,Frontiers in Endocrinology
Effect of Beta-Blocker Cardioselectivity on Vascular Refilling in Hemodialysis Patients,Nadal M.Á.,2021,CardioRenal Medicine
Associations of dietary patterns with blood pressure and markers of subclinical arterial damage in adults with risk factors for CVD,Tzelefa V.,2021,Public Health Nutrition
Cilnidipine for Amlodipine Induced Pedal Edema and its Anti-hypertensive Effect in a Tertiary Care Teaching Hospital of Western Nepal,Kafle R.C.,2021,Journal of Nepal Health Research Council
The impact of extremely low maternal pre-pregnancy body mass index on pregnancy outcome: A brief report of two cases,Gašparovic V.E.,2021,Clinical and Experimental Obstetrics and Gynecology
Enhanced out-of-plane piezoelectricity of group-III(A) Janus hydrofluoride monolayers,Zhang H.N.,2021,Physical Review B
Analysis of animal models of hypertension based on characteristics of clinical symptoms of Chinese and western medicine,Huang S.M.,2021,Zhongguo Zhongyao Zazhi
A Novel Protective Role for Matrix Metalloproteinase-8 in the Pulmonary Vasculature,Dieffenbach P.B.,2021,American Journal of Respiratory and Critical Care Medicine
Salt intake per dish in the Japanese diet: A clue to help establish dietary goals at home,Imamoto M.,2021,Journal of Nutritional Science
Anti-hypertensive and endothelia protective effects of Fufang Qima capsule (复方芪麻胶囊) on primary hypertension via adiponectin/adenosine monophosphate activated protein kinase pathway,Zhao Z.,2021,Journal of Traditional Chinese Medicine
Shumian capsule (舒眠胶囊) improves symptoms of sleep mood disorder in convalescent patients of Corona Virus Disease 2019,Li L.,2021,Journal of Traditional Chinese Medicine
Reduced Reflex Autonomic Responses Following Intradetrusor OnabotulinumtoxinA Injections: A Pre-/Post-study in Individuals With Cervical and Upper Thoracic Spinal Cord Injury,Dorey T.W.,2021,Frontiers in Physiology
Cardiovascular Autonomic Function Changes and Predictors During a 2-Year Physical Activity Program in Rheumatoid Arthritis: A PARA 2010 Substudy,Hupin D.,2021,Frontiers in Medicine
Early Versus Routine Oral Glucose Tolerance Test in Women With Intermediate Hyperglycemia at First Prenatal Visit: A Retrospective Cohort Study in China,Ye Y.,2021,Frontiers in Endocrinology
Case Report: Glucocorticoid Effect Observation in a Ureteral Urothelial Cancer Patient With ICI-Associated Myocarditis and Multiple Organ Injuries,Hu X.,2021,Frontiers in Immunology
Associations Between Physical Activity and Hypertension in Chinese Children: A Cross-Sectional Study From Chongqing,Wang Q.,2021,Frontiers in Medicine
Contribution of Brain Processes to Tissue Loss After Spinal Cord Injury: Does a Pain-Induced Rise in Blood Pressure Fuel Hemorrhage?,Fauss G.N.K.,2021,Frontiers in Systems Neuroscience
Psychological and pharmacological interventions for depression in patients with coronary artery disease,Tully P.J.,2021,Cochrane Database of Systematic Reviews
Anti-hypertensive Peptide Predictor: A Machine Learning-Empowered Web Server for Prediction of Food-Derived Peptides with Potential Angiotensin-Converting Enzyme-I Inhibitory Activity,Kalyan G.,2021,Journal of Agricultural and Food Chemistry
An Unusual Case of Obstructive Shock,Parlow S.,2021,JACC: Case Reports
"Eukaryotic elongation factor 2 kinase inhibitor, A484954 induces diuretic effect via renal vasorelaxation in spontaneously hypertensive rats",Kodama T.,2021,European Journal of Pharmacology
Quercetin ameliorated remote myocardial injury induced by renal ischemia/reperfusion in rats: Role of Rho-kinase and hydrogen sulfide,El-Sayed S.S.,2021,Life Sciences
"A comparison of GABA-ergic (propofol) and non-GABA-ergic (dexmedetomidine) sedation on visual and motor cortical oscillations, using magnetoencephalography",Saxena N.,2021,NeuroImage
Mucoadhesive buccal tablets with propranolol hydrochloride: Formulation development and in vivo performances in experimental essential hypertension,Kurćubić I.,2021,International Journal of Pharmaceutics
Acute Kidney Injury and Renal Replacement Therapy After Fontan Operation,Niaz T.,2021,American Journal of Cardiology
A Collateral Sensor Data Sharing Framework for Decentralized Healthcare Systems,Rahman M.Z.U.,2021,IEEE Sensors Journal
"Distinct renin/aldosterone activity profiles correlate with renal function, natriuretic response, decongestive ability and prognosis in acute heart failure",Biegus J.,2021,International Journal of Cardiology
A new perspective on cardiovascular drift during prolonged exercise,Souissi A.,2021,Life Sciences
Acute autonomic effects of rose oxide on cardiovascular parameters of Wistar and spontaneously hypertensive rats,dos Santos R.B.,2021,Life Sciences
Seasonal dynamics of VOCs released from Cinnamomun camphora forests and the associated adjuvant therapy for geriatric hypertension,Zhou Q.,2021,Industrial Crops and Products
Robust Rank Aggregation and Least Absolute Shrinkage and Selection Operator Analysis of Novel Gene Signatures in Dilated Cardiomyopathy,Ma X.,2021,Frontiers in Cardiovascular Medicine
"Microalbuminuria in Patients with Hypertension Visiting Tertiary Care Centre, Western Nepal",Twayana Y.,2021,Journal of Nepal Health Research Council
Investigating contrasting results in REDUCE-IT and STRENGTH: Partial answers but questions remain,Maki K.C.,2021,European Heart Journal
A 'normotensive' adult with dysplastic double aortic arch,Li X.,2021,European Heart Journal
Health Behavior Change Programs in Primary Care and Community Practices for Cardiovascular Disease Prevention and Risk Factor Management among Midlife and Older Adults: A Scientific Statement from the American Heart Association,Laddu D.,2021,Circulation
Epigenetic Age and the Risk of Incident Atrial Fibrillation,Roberts J.D.,2021,Circulation
Prevalence of Long COVID symptoms in Bangladesh: A prospective Inception Cohort Study of COVID-19 survivors,Hossain M.A.,2021,BMJ Global Health
Serum Uric Acid and Risk of Chronic Heart Failure: A Systematic Review and Meta-Analysis,Miao L.,2021,Frontiers in Medicine
Assessment of Renal Function Status in Steady-State Sickle Cell Anaemic Children Using Urine Human Neutrophil Gelatinase-Associated Lipocalin and Albumin:Creatinine Ratio,Olawale O.O.,2021,Medical Principles and Practice
A Low-Carbohydrate Diet Realizes Medication Withdrawal: A Possible Opportunity for Effective Glycemic Control,Han Y.,2021,Frontiers in Endocrinology
Intravenous Thrombolysis After Reversal of Dabigatran With Idarucizumab in Acute Ischemic Stroke: A Case Report,Xie D.,2021,Frontiers in Aging Neuroscience
Lack of Association Between Helicobacter pylori Infection and the Risk of Thyroid Nodule Types: A Multicenter Case-Control Studyin China,Wang X.S.,2021,Frontiers in Cellular and Infection Microbiology
Altered Cortisol Metabolism Increases Nocturnal Cortisol Bioavailability in Prepubertal Children With Type 1 Diabetes Mellitus,Brossaud J.,2021,Frontiers in Endocrinology
Dysregulated BMP2 in the Placenta May Contribute to Early-Onset Preeclampsia by Regulating Human Trophoblast Expression of Extracellular Matrix and Adhesion Molecules,Yi Y.,2021,Frontiers in Cell and Developmental Biology
Acetylcarnitine Is Associated With Cardiovascular Disease Risk in Type 2 Diabetes Mellitus,Zhao S.,2021,Frontiers in Endocrinology
Extracranial Carotid Plaque Hemorrhage Is Independently Associated With Poor 3-month Functional Outcome After Acute Ischemic Stroke—A Prospective Cohort Study,Che F.,2021,Frontiers in Neurology
Prevalence of Metabolic Syndrome in Chinese Patients With Erythrodermic Psoriasis: A Case-Control Study,Ma A.R.,2021,Frontiers in Endocrinology
Stress as a Chromatin Landscape Architect,Vertii A.,2021,Frontiers in Cell and Developmental Biology
Slower vs Faster Intravenous Fluid Bolus Rates and Mortality in Critically Ill Patients - Reply,Zampieri F.G.,2021,JAMA
